,Review,Sentimen,Review_norm,review_tokens,review_tokens_SR,review_tokens_stemmed
123,ternyata dapet ya baru pertama kali semoga cocok,Netral,ternyata dapat ya baru pertama kali semoga cocok,"['ternyata', 'dapat', 'ya', 'baru', 'pertama', 'kali', 'semoga', 'cocok']","['ternyata', 'baru', 'pertama', 'kali', 'semoga', 'cocok']","['nyata', 'baru', 'pertama', 'kali', 'moga', 'cocok']"
124,mudahan cocok terima kasih,Positif,mudahan cocok terima kasih,"['mudahan', 'cocok', 'terima', 'kasih']","['mudahan', 'cocok', 'terima', 'kasih']","['mudah', 'cocok', 'terima', 'kasih']"
125,udh sering beli ini dan selalu cocok,Netral,sudah sering beli ini dan selalu cocok,"['sudah', 'sering', 'beli', 'ini', 'dan', 'selalu', 'cocok']","['sering', 'beli', 'selalu', 'cocok']","['sering', 'beli', 'selalu', 'cocok']"
126,barang datang dengan selamat walau agak lama datangnya,Netral,barang datang dengan selamat walau agak lama datangnya,"['barang', 'datang', 'dengan', 'selamat', 'walau', 'agak', 'lama', 'datangnya']","['barang', 'datang', 'selamat', 'lama', 'datangnya']","['barang', 'datang', 'selamat', 'lama', 'datang']"
127,packing nya bagus bgt utk cream dg hrg segitu tekstur ringan cepet meresap di kulit ga ada bau menyengat samsek semoga cocok di kulit aku yg kering tp bruntusan tq,Positif,packing nya bagus banget untuk cream dengan harga segitu tekstur ringan cepat meresap di kulit enggak ada bau menyengat sama sekali semoga cocok di kulit aku yang kering tapi bruntusan terima kasih,"['packing', 'nya', 'bagus', 'banget', 'untuk', 'cream', 'dengan', 'harga', 'segitu', 'tekstur', 'ringan', 'cepat', 'meresap', 'di', 'kulit', 'enggak', 'ada', 'bau', 'menyengat', 'sama', 'sekali', 'semoga', 'cocok', 'di', 'kulit', 'aku', 'yang', 'kering', 'tapi', 'bruntusan', 'terima', 'kasih']","['packing', 'nya', 'bagus', 'banget', 'cream', 'harga', 'segitu', 'tekstur', 'ringan', 'cepat', 'meresap', 'kulit', 'enggak', 'bau', 'menyengat', 'sama', 'sekali', 'semoga', 'cocok', 'kulit', 'aku', 'kering', 'bruntusan', 'terima', 'kasih']","['packing', 'nya', 'bagus', 'banget', 'cream', 'harga', 'segitu', 'tekstur', 'ringan', 'cepat', 'resap', 'kulit', 'enggak', 'bau', 'sengat', 'sama', 'sekali', 'moga', 'cocok', 'kulit', 'aku', 'kering', 'bruntusan', 'terima', 'kasih']"
128,terima kasih,Netral,terima kasih,"['terima', 'kasih']","['terima', 'kasih']","['terima', 'kasih']"
129,bahannya ringan mudah menyerap cocok di kulit aku yg berjerawat gak bikin breakout the best pokoknya,Netral,bahannya ringan mudah menyerap cocok di kulit aku yang berjerawat enggak bikin breakout the best pokoknya,"['bahannya', 'ringan', 'mudah', 'menyerap', 'cocok', 'di', 'kulit', 'aku', 'yang', 'berjerawat', 'enggak', 'bikin', 'breakout', 'the', 'best', 'pokoknya']","['bahannya', 'ringan', 'mudah', 'menyerap', 'cocok', 'kulit', 'aku', 'berjerawat', 'enggak', 'bikin', 'breakout', 'the', 'best', 'pokoknya']","['bahan', 'ringan', 'mudah', 'serap', 'cocok', 'kulit', 'aku', 'jerawat', 'enggak', 'bikin', 'breakout', 'the', 'best', 'pokok']"
130,tipe kulitku kombinasi masalah kulitku jerawat,Netral,tipe kulitku kombinasi masalah kulitku jerawat,"['tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'jerawat']","['tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'jerawat']","['tipe', 'kulit', 'kombinasi', 'masalah', 'kulit', 'jerawat']"
131,tipe kulitku kombinasi,Netral,tipe kulitku kombinasi,"['tipe', 'kulitku', 'kombinasi']","['tipe', 'kulitku', 'kombinasi']","['tipe', 'kulit', 'kombinasi']"
132,tipe kulitku berminyak masalah kulitku pori besar original terimakasih,Netral,tipe kulitku berminyak masalah kulitku pori besar original terima kasih,"['tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'pori', 'besar', 'original', 'terima', 'kasih']","['tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'pori', 'besar', 'original', 'terima', 'kasih']","['tipe', 'kulit', 'minyak', 'masalah', 'kulit', 'pori', 'besar', 'original', 'terima', 'kasih']"
133,bahannya ringan cocok digunakan,Positif,bahannya ringan cocok digunakan,"['bahannya', 'ringan', 'cocok', 'digunakan']","['bahannya', 'ringan', 'cocok', 'digunakan']","['bahan', 'ringan', 'cocok', 'guna']"
134,tipe kulitku berminyak baru mau nyoba makai ini tapi sebelumnya nyoba punya temen cocokkk,Netral,tipe kulitku berminyak baru mau mencoba makai ini tapi sebelumnya mencoba punya teman cocok,"['tipe', 'kulitku', 'berminyak', 'baru', 'mau', 'mencoba', 'makai', 'ini', 'tapi', 'sebelumnya', 'mencoba', 'punya', 'teman', 'cocok']","['tipe', 'kulitku', 'berminyak', 'baru', 'mau', 'mencoba', 'makai', 'sebelumnya', 'mencoba', 'punya', 'teman', 'cocok']","['tipe', 'kulit', 'minyak', 'baru', 'mau', 'coba', 'maka', 'belum', 'coba', 'punya', 'teman', 'cocok']"
135,barang datang sesuai packing nya aman serta pengiriman cepat,Netral,barang datang sesuai packing nya aman serta pengiriman cepat,"['barang', 'datang', 'sesuai', 'packing', 'nya', 'aman', 'serta', 'pengiriman', 'cepat']","['barang', 'datang', 'sesuai', 'packing', 'nya', 'aman', 'pengiriman', 'cepat']","['barang', 'datang', 'sesuai', 'packing', 'nya', 'aman', 'kirim', 'cepat']"
136,berasa cerah jika sudah pakai cuman di aku jadi bkin kering jadi mesti pake pelembab muka lg,Netral,berasa cerah jika sudah pakai cuman di aku jadi bikin kering jadi mesti pakai pelembab muka lagi,"['berasa', 'cerah', 'jika', 'sudah', 'pakai', 'cuman', 'di', 'aku', 'jadi', 'bikin', 'kering', 'jadi', 'mesti', 'pakai', 'pelembab', 'muka', 'lagi']","['berasa', 'cerah', 'pakai', 'cuman', 'aku', 'jadi', 'bikin', 'kering', 'jadi', 'mesti', 'pakai', 'pelembab', 'muka']","['asa', 'cerah', 'pakai', 'cuman', 'aku', 'jadi', 'bikin', 'kering', 'jadi', 'mesti', 'pakai', 'pelembab', 'muka']"
137,udah beberapa tahun pake emang cocok karena ga white cast gitu nyaman ringan juga thanks seller tipe kulitku kombinasi,Netral,sudah beberapa tahun pakai memang cocok karena enggak white cast begitu nyaman ringan juga thanks seller tipe kulitku kombinasi,"['sudah', 'beberapa', 'tahun', 'pakai', 'memang', 'cocok', 'karena', 'enggak', 'white', 'cast', 'begitu', 'nyaman', 'ringan', 'juga', 'thanks', 'seller', 'tipe', 'kulitku', 'kombinasi']","['beberapa', 'tahun', 'pakai', 'memang', 'cocok', 'enggak', 'white', 'cast', 'nyaman', 'ringan', 'thanks', 'seller', 'tipe', 'kulitku', 'kombinasi']","['beberapa', 'tahun', 'pakai', 'memang', 'cocok', 'enggak', 'white', 'cast', 'nyaman', 'ringan', 'thanks', 'seller', 'tipe', 'kulit', 'kombinasi']"
138,warnanya cantik bangettt,Netral,warnanya cantik banget,"['warnanya', 'cantik', 'banget']","['warnanya', 'cantik', 'banget']","['warna', 'cantik', 'banget']"
139,cocok di tipe kulitku kombinasi,Netral,cocok di tipe kulitku kombinasi,"['cocok', 'di', 'tipe', 'kulitku', 'kombinasi']","['cocok', 'tipe', 'kulitku', 'kombinasi']","['cocok', 'tipe', 'kulit', 'kombinasi']"
140,jujur agak panik pas liat dusnya penyok tapi ternyata isinya aman meskipun pas buka dus kemasan tutup botol moist nya agak kurang rapet untung isinya masih aman gak luber kemana mana,Netral,jujur agak panik pas lihat dusnya penyok tapi ternyata isinya aman meskipun pas buka dus kemasan tutup botol moist nya agak kurang rapet untung isinya masih aman enggak luber kemana mana,"['jujur', 'agak', 'panik', 'pas', 'lihat', 'dusnya', 'penyok', 'tapi', 'ternyata', 'isinya', 'aman', 'meskipun', 'pas', 'buka', 'dus', 'kemasan', 'tutup', 'botol', 'moist', 'nya', 'agak', 'kurang', 'rapet', 'untung', 'isinya', 'masih', 'aman', 'enggak', 'luber', 'kemana', 'mana']","['jujur', 'panik', 'pas', 'lihat', 'dusnya', 'penyok', 'ternyata', 'isinya', 'aman', 'meskipun', 'pas', 'buka', 'dus', 'kemasan', 'tutup', 'botol', 'moist', 'nya', 'kurang', 'rapet', 'untung', 'isinya', 'aman', 'enggak', 'luber', 'mana']","['jujur', 'panik', 'pas', 'lihat', 'dus', 'penyok', 'nyata', 'isi', 'aman', 'meski', 'pas', 'buka', 'dus', 'kemas', 'tutup', 'botol', 'moist', 'nya', 'kurang', 'rapet', 'untung', 'isi', 'aman', 'enggak', 'luber', 'mana']"
141,jujur agak panik pas liat dusnya penyok tapi ternyata isinya aman meskipun pas buka dus kemasan tutup botol moist nya agak kurang rapet untung isinya masih aman gak luber kemana mana baru sekali pake produk yang ini oke banget pas dipake ke kulit cocok suka sama packing barunya,Netral,jujur agak panik pas lihat dusnya penyok tapi ternyata isinya aman meskipun pas buka dus kemasan tutup botol moist nya agak kurang rapet untung isinya masih aman enggak luber kemana mana baru sekali pakai produk yang ini oke banget pas dipakai ke kulit cocok suka sama packing barunya,"['jujur', 'agak', 'panik', 'pas', 'lihat', 'dusnya', 'penyok', 'tapi', 'ternyata', 'isinya', 'aman', 'meskipun', 'pas', 'buka', 'dus', 'kemasan', 'tutup', 'botol', 'moist', 'nya', 'agak', 'kurang', 'rapet', 'untung', 'isinya', 'masih', 'aman', 'enggak', 'luber', 'kemana', 'mana', 'baru', 'sekali', 'pakai', 'produk', 'yang', 'ini', 'oke', 'banget', 'pas', 'dipakai', 'ke', 'kulit', 'cocok', 'suka', 'sama', 'packing', 'barunya']","['jujur', 'panik', 'pas', 'lihat', 'dusnya', 'penyok', 'ternyata', 'isinya', 'aman', 'meskipun', 'pas', 'buka', 'dus', 'kemasan', 'tutup', 'botol', 'moist', 'nya', 'kurang', 'rapet', 'untung', 'isinya', 'aman', 'enggak', 'luber', 'mana', 'baru', 'sekali', 'pakai', 'produk', 'oke', 'banget', 'pas', 'dipakai', 'kulit', 'cocok', 'suka', 'sama', 'packing', 'barunya']","['jujur', 'panik', 'pas', 'lihat', 'dus', 'penyok', 'nyata', 'isi', 'aman', 'meski', 'pas', 'buka', 'dus', 'kemas', 'tutup', 'botol', 'moist', 'nya', 'kurang', 'rapet', 'untung', 'isi', 'aman', 'enggak', 'luber', 'mana', 'baru', 'sekali', 'pakai', 'produk', 'oke', 'banget', 'pas', 'pakai', 'kulit', 'cocok', 'suka', 'sama', 'packing', 'baru']"
142,cocok di kulit berminyak kemasannya lucu,Netral,cocok di kulit berminyak kemasannya lucu,"['cocok', 'di', 'kulit', 'berminyak', 'kemasannya', 'lucu']","['cocok', 'kulit', 'berminyak', 'kemasannya', 'lucu']","['cocok', 'kulit', 'minyak', 'kemas', 'lucu']"
143,bahannya ringan cepet meresap terus packaging nya ok banget,Netral,bahannya ringan cepat meresap terus packaging nya ok banget,"['bahannya', 'ringan', 'cepat', 'meresap', 'terus', 'packaging', 'nya', 'ok', 'banget']","['bahannya', 'ringan', 'cepat', 'meresap', 'terus', 'packaging', 'nya', 'banget']","['bahan', 'ringan', 'cepat', 'resap', 'terus', 'packaging', 'nya', 'banget']"
144,terima kasih banyak paket sudah sampai dengan selamat,Netral,terima kasih banyak paket sudah sampai dengan selamat,"['terima', 'kasih', 'banyak', 'paket', 'sudah', 'sampai', 'dengan', 'selamat']","['terima', 'kasih', 'banyak', 'paket', 'selamat']","['terima', 'kasih', 'banyak', 'paket', 'selamat']"
145,barang bagus sesuai packing mantap terima kasih,Netral,barang bagus sesuai packing mantap terima kasih,"['barang', 'bagus', 'sesuai', 'packing', 'mantap', 'terima', 'kasih']","['barang', 'bagus', 'sesuai', 'packing', 'mantap', 'terima', 'kasih']","['barang', 'bagus', 'sesuai', 'packing', 'mantap', 'terima', 'kasih']"
146,gausah ditanya lagi emang sebagus itu lembab dan bisa bantu pulih skin barier sejauh ini moisturizer yg gak akan ganti lagi,Netral,enggak usah ditanya lagi memang sebagus itu lembab dan bisa bantu pulih skin barier sejauh ini moisturizer yang enggak akan ganti lagi,"['enggak', 'usah', 'ditanya', 'lagi', 'memang', 'sebagus', 'itu', 'lembab', 'dan', 'bisa', 'bantu', 'pulih', 'skin', 'barier', 'sejauh', 'ini', 'moisturizer', 'yang', 'enggak', 'akan', 'ganti', 'lagi']","['enggak', 'usah', 'ditanya', 'memang', 'sebagus', 'lembab', 'bantu', 'pulih', 'skin', 'barier', 'sejauh', 'moisturizer', 'enggak', 'ganti']","['enggak', 'usah', 'tanya', 'memang', 'bagus', 'lembab', 'bantu', 'pulih', 'skin', 'barier', 'jauh', 'moisturizer', 'enggak', 'ganti']"
147,produk sangat bangus langsung menyerap dan membuat lembab,Netral,produk sangat bangus langsung menyerap dan membuat lembab,"['produk', 'sangat', 'bangus', 'langsung', 'menyerap', 'dan', 'membuat', 'lembab']","['produk', 'sangat', 'bangus', 'langsung', 'menyerap', 'membuat', 'lembab']","['produk', 'sangat', 'bangus', 'langsung', 'serap', 'buat', 'lembab']"
148,udah repurchase berkali produk simple dan efektif packaging jg simple dan aman,Netral,sudah repurchase berkali produk simple dan efektif packaging juga simple dan aman,"['sudah', 'repurchase', 'berkali', 'produk', 'simple', 'dan', 'efektif', 'packaging', 'juga', 'simple', 'dan', 'aman']","['repurchase', 'berkali', 'produk', 'simple', 'efektif', 'packaging', 'simple', 'aman']","['repurchase', 'kali', 'produk', 'simple', 'efektif', 'packaging', 'simple', 'aman']"
149,cocok di kulit saya tekstur ringan dan sangat cepat menyerap di kulit super recommended,Positif,cocok di kulit saya tekstur ringan dan sangat cepat menyerap di kulit super recommended,"['cocok', 'di', 'kulit', 'saya', 'tekstur', 'ringan', 'dan', 'sangat', 'cepat', 'menyerap', 'di', 'kulit', 'super', 'recommended']","['cocok', 'kulit', 'tekstur', 'ringan', 'sangat', 'cepat', 'menyerap', 'kulit', 'super', 'recommended']","['cocok', 'kulit', 'tekstur', 'ringan', 'sangat', 'cepat', 'serap', 'kulit', 'super', 'recommended']"
150,baeu nyoba pertama kali smoga bisa cocok krn reviewnya bagus,Netral,baru mencoba pertama kali semoga bisa cocok karena reviewnya bagus,"['baru', 'mencoba', 'pertama', 'kali', 'semoga', 'bisa', 'cocok', 'karena', 'reviewnya', 'bagus']","['baru', 'mencoba', 'pertama', 'kali', 'semoga', 'cocok', 'reviewnya', 'bagus']","['baru', 'coba', 'pertama', 'kali', 'moga', 'cocok', 'reviewnya', 'bagus']"
151,mantap sesuaiii semoga cocok,Netral,mantap sesuai semoga cocok,"['mantap', 'sesuai', 'semoga', 'cocok']","['mantap', 'sesuai', 'semoga', 'cocok']","['mantap', 'sesuai', 'moga', 'cocok']"
152,tadinya mau beli diofflinestore tp mahal bgt  pas cek dionline store nya cuma  karena dpt potongan sm lg flashsale langsung beli,Positif,tadinya mau beli diofflinestore tapi mahal banget  pas cek dionline store nya cuma  karena dapat potongan sama lagi flashsale langsung beli,"['tadinya', 'mau', 'beli', 'diofflinestore', 'tapi', 'mahal', 'banget', 'pas', 'cek', 'dionline', 'store', 'nya', 'cuma', 'karena', 'dapat', 'potongan', 'sama', 'lagi', 'flashsale', 'langsung', 'beli']","['tadinya', 'mau', 'beli', 'diofflinestore', 'mahal', 'banget', 'pas', 'cek', 'dionline', 'store', 'nya', 'cuma', 'potongan', 'sama', 'flashsale', 'langsung', 'beli']","['tadi', 'mau', 'beli', 'diofflinestore', 'mahal', 'banget', 'pas', 'cek', 'dionline', 'store', 'nya', 'cuma', 'potong', 'sama', 'flashsale', 'langsung', 'beli']"
153,makasiihh,Positif,terima kasih,"['terima', 'kasih']","['terima', 'kasih']","['terima', 'kasih']"
154,makasih,Netral,terima kasih,"['terima', 'kasih']","['terima', 'kasih']","['terima', 'kasih']"
155,makasiihh tp tumben ga ada gift nya,Netral,terima kasih tapi tumben enggak ada gift nya,"['terima', 'kasih', 'tapi', 'tumben', 'enggak', 'ada', 'gift', 'nya']","['terima', 'kasih', 'tumben', 'enggak', 'gift', 'nya']","['terima', 'kasih', 'tumben', 'enggak', 'gift', 'nya']"
156,tipe kulitku berminyak masalah kulitku jerawat semoga cocok sama rangkaian ini terimakasih,Netral,tipe kulitku berminyak masalah kulitku jerawat semoga cocok sama rangkaian ini terima kasih,"['tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'jerawat', 'semoga', 'cocok', 'sama', 'rangkaian', 'ini', 'terima', 'kasih']","['tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'jerawat', 'semoga', 'cocok', 'sama', 'rangkaian', 'terima', 'kasih']","['tipe', 'kulit', 'minyak', 'masalah', 'kulit', 'jerawat', 'moga', 'cocok', 'sama', 'rangkai', 'terima', 'kasih']"
157,stlh semingguan pke muka jd bruntusan gtw emng efek samping pemakaian ato emng ga cocok,Netral,setelah semingguan pakai muka jadi bruntusan enggak tau memang efek samping pemakaian atau memang enggak cocok,"['setelah', 'semingguan', 'pakai', 'muka', 'jadi', 'bruntusan', 'enggak', 'tau', 'memang', 'efek', 'samping', 'pemakaian', 'atau', 'memang', 'enggak', 'cocok']","['semingguan', 'pakai', 'muka', 'jadi', 'bruntusan', 'enggak', 'tau', 'memang', 'efek', 'samping', 'pemakaian', 'memang', 'enggak', 'cocok']","['minggu', 'pakai', 'muka', 'jadi', 'bruntusan', 'enggak', 'tau', 'memang', 'efek', 'samping', 'pakai', 'memang', 'enggak', 'cocok']"
158,bagus,Positif,bagus,['bagus'],['bagus'],['bagus']
159,pengirimannya cukup cepat dan barang yg dikirimkan sesuai pesanan expired datenya dan,Positif,pengirimannya cukup cepat dan barang yang dikirimkan sesuai pesanan expired datenya dan,"['pengirimannya', 'cukup', 'cepat', 'dan', 'barang', 'yang', 'dikirimkan', 'sesuai', 'pesanan', 'expired', 'datenya', 'dan']","['pengirimannya', 'cukup', 'cepat', 'barang', 'dikirimkan', 'sesuai', 'pesanan', 'expired', 'datenya']","['kirim', 'cukup', 'cepat', 'barang', 'kirim', 'sesuai', 'pesan', 'expired', 'datenya']"
160,cocok dikulit saya ngak kering atau ketarik pengiriman cepet mantull,Positif,cocok dikulit saya enggak kering atau tertarik pengiriman cepat mantap,"['cocok', 'dikulit', 'saya', 'enggak', 'kering', 'atau', 'tertarik', 'pengiriman', 'cepat', 'mantap']","['cocok', 'dikulit', 'enggak', 'kering', 'tertarik', 'pengiriman', 'cepat', 'mantap']","['cocok', 'kulit', 'enggak', 'kering', 'tarik', 'kirim', 'cepat', 'mantap']"
161,lipstiknya mudah patah saran kalau pakai jangan diulur terlalu panjang,Positif,lipstiknya mudah patah saran kalau pakai jangan diulur terlalu panjang,"['lipstiknya', 'mudah', 'patah', 'saran', 'kalau', 'pakai', 'jangan', 'diulur', 'terlalu', 'panjang']","['lipstiknya', 'mudah', 'patah', 'saran', 'kalau', 'pakai', 'jangan', 'diulur', 'terlalu', 'panjang']","['lipstik', 'mudah', 'patah', 'saran', 'kalau', 'pakai', 'jangan', 'ulur', 'terlalu', 'panjang']"
162,barang lengkap packing aman dan rapi belum coba productnya semoga cocok tipe kulitku normal,Positif,barang lengkap packing aman dan rapi belum coba productnya semoga cocok tipe kulitku normal,"['barang', 'lengkap', 'packing', 'aman', 'dan', 'rapi', 'belum', 'coba', 'productnya', 'semoga', 'cocok', 'tipe', 'kulitku', 'normal']","['barang', 'lengkap', 'packing', 'aman', 'rapi', 'belum', 'coba', 'productnya', 'semoga', 'cocok', 'tipe', 'kulitku', 'normal']","['barang', 'lengkap', 'packing', 'aman', 'rapi', 'belum', 'coba', 'productnya', 'moga', 'cocok', 'tipe', 'kulit', 'normal']"
163,bacanya review nya bagus mudahan jg cocok terima kasih bonusnya pas banget pas lagi butuh,Positif,bacanya review nya bagus mudahan juga cocok terima kasih bonusnya pas banget pas lagi butuh,"['bacanya', 'review', 'nya', 'bagus', 'mudahan', 'juga', 'cocok', 'terima', 'kasih', 'bonusnya', 'pas', 'banget', 'pas', 'lagi', 'butuh']","['bacanya', 'review', 'nya', 'bagus', 'mudahan', 'cocok', 'terima', 'kasih', 'bonusnya', 'pas', 'banget', 'pas', 'butuh']","['baca', 'review', 'nya', 'bagus', 'mudah', 'cocok', 'terima', 'kasih', 'bonus', 'pas', 'banget', 'pas', 'butuh']"
164,cocok dikulit sebelum pakai jerawat biji di pipi agak meradang malam dikasih besoknya udh mendingan dan kempes,Netral,cocok dikulit sebelum pakai jerawat biji di pipi agak meradang malam dikasih besoknya sudah mendingan dan kempes,"['cocok', 'dikulit', 'sebelum', 'pakai', 'jerawat', 'biji', 'di', 'pipi', 'agak', 'meradang', 'malam', 'dikasih', 'besoknya', 'sudah', 'mendingan', 'dan', 'kempes']","['cocok', 'dikulit', 'pakai', 'jerawat', 'biji', 'pipi', 'meradang', 'malam', 'dikasih', 'besoknya', 'mendingan', 'kempes']","['cocok', 'kulit', 'pakai', 'jerawat', 'biji', 'pipi', 'radang', 'malam', 'kasih', 'besok', 'mending', 'kempes']"
165,sebenarnya bagus tapi di aq jatuhnya bikin bibir agak kering walaupun sebelum pake lipstick udh pakai lipbalm warnanya pigmented bgt merah queennya bagus bgt,Netral,sebenarnya bagus tapi di aku jatuhnya bikin bibir agak kering walaupun sebelum pakai lipstick sudah pakai lipbalm warnanya pigmented banget merah queennya bagus banget,"['sebenarnya', 'bagus', 'tapi', 'di', 'aku', 'jatuhnya', 'bikin', 'bibir', 'agak', 'kering', 'walaupun', 'sebelum', 'pakai', 'lipstick', 'sudah', 'pakai', 'lipbalm', 'warnanya', 'pigmented', 'banget', 'merah', 'queennya', 'bagus', 'banget']","['sebenarnya', 'bagus', 'aku', 'jatuhnya', 'bikin', 'bibir', 'kering', 'walaupun', 'pakai', 'lipstick', 'pakai', 'lipbalm', 'warnanya', 'pigmented', 'banget', 'merah', 'queennya', 'bagus', 'banget']","['benar', 'bagus', 'aku', 'jatuh', 'bikin', 'bibir', 'kering', 'walaupun', 'pakai', 'lipstick', 'pakai', 'lipbalm', 'warna', 'pigmented', 'banget', 'merah', 'queennya', 'bagus', 'banget']"
166,exp date msh lama pengirimannya jg cepat dapet diskonnya lumayan lagi thanks somethinc,Positif,exp date masih lama pengirimannya juga cepat dapat diskonnya lumayan lagi thanks somethinc,"['exp', 'date', 'masih', 'lama', 'pengirimannya', 'juga', 'cepat', 'dapat', 'diskonnya', 'lumayan', 'lagi', 'thanks', 'somethinc']","['exp', 'date', 'lama', 'pengirimannya', 'cepat', 'diskonnya', 'lumayan', 'thanks', 'somethinc']","['exp', 'date', 'lama', 'kirim', 'cepat', 'diskon', 'lumayan', 'thanks', 'somethinc']"
167,semoga cocok di kulitku yg sensitif ini karna banyak tmn yg rekomen coba ini jadi lgsg aku checkout,Positif,semoga cocok di kulitku yang sensitif ini karena banyak teman yang rekomen coba ini jadi langsung aku checkout,"['semoga', 'cocok', 'di', 'kulitku', 'yang', 'sensitif', 'ini', 'karena', 'banyak', 'teman', 'yang', 'rekomen', 'coba', 'ini', 'jadi', 'langsung', 'aku', 'checkout']","['semoga', 'cocok', 'kulitku', 'sensitif', 'banyak', 'teman', 'rekomen', 'coba', 'jadi', 'langsung', 'aku', 'checkout']","['moga', 'cocok', 'kulit', 'sensitif', 'banyak', 'teman', 'rekomen', 'coba', 'jadi', 'langsung', 'aku', 'checkout']"
168,belum dicoba smg cocok,Netral,belum dicoba semoga cocok,"['belum', 'dicoba', 'semoga', 'cocok']","['belum', 'dicoba', 'semoga', 'cocok']","['belum', 'coba', 'moga', 'cocok']"
169,paket aman semoga cocok,Positif,paket aman semoga cocok,"['paket', 'aman', 'semoga', 'cocok']","['paket', 'aman', 'semoga', 'cocok']","['paket', 'aman', 'moga', 'cocok']"
170,masalah kulitku pori besar,Netral,masalah kulitku pori besar,"['masalah', 'kulitku', 'pori', 'besar']","['masalah', 'kulitku', 'pori', 'besar']","['masalah', 'kulit', 'pori', 'besar']"
171,tipe kulitku berminyak tipe kulitku kering tipe kulitku normal tipe kulitku kombinasi tipe kulitku sensitif masalah kulitku jerawat,Netral,tipe kulitku berminyak tipe kulitku kering tipe kulitku normal tipe kulitku kombinasi tipe kulitku sensitif masalah kulitku jerawat,"['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'kombinasi', 'tipe', 'kulitku', 'sensitif', 'masalah', 'kulitku', 'jerawat']","['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'kombinasi', 'tipe', 'kulitku', 'sensitif', 'masalah', 'kulitku', 'jerawat']","['tipe', 'kulit', 'minyak', 'tipe', 'kulit', 'kering', 'tipe', 'kulit', 'normal', 'tipe', 'kulit', 'kombinasi', 'tipe', 'kulit', 'sensitif', 'masalah', 'kulit', 'jerawat']"
172,kiriman cepat packing bagus,Positif,kiriman cepat packing bagus,"['kiriman', 'cepat', 'packing', 'bagus']","['kiriman', 'cepat', 'packing', 'bagus']","['kirim', 'cepat', 'packing', 'bagus']"
173,sesuai dengan deskripsi,Positif,sesuai dengan deskripsi,"['sesuai', 'dengan', 'deskripsi']","['sesuai', 'deskripsi']","['sesuai', 'deskripsi']"
174,ingredients nya bikin penasaran jd pengen cobain sejauh ini selalu repurchase produk avo dan selalu cocok aaaa,Positif,ingredients nya bikin penasaran jadi pengin mencoba sejauh ini selalu repurchase produk avo dan selalu cocok aaaa,"['ingredients', 'nya', 'bikin', 'penasaran', 'jadi', 'pengin', 'mencoba', 'sejauh', 'ini', 'selalu', 'repurchase', 'produk', 'avo', 'dan', 'selalu', 'cocok', 'aaaa']","['ingredients', 'nya', 'bikin', 'penasaran', 'jadi', 'pengin', 'mencoba', 'sejauh', 'selalu', 'repurchase', 'produk', 'avo', 'selalu', 'cocok', 'aaaa']","['ingredients', 'nya', 'bikin', 'penasaran', 'jadi', 'pengin', 'coba', 'jauh', 'selalu', 'repurchase', 'produk', 'avo', 'selalu', 'cocok', 'aaaa']"
175,packing aman banget semoga cocok,Positif,packing aman banget semoga cocok,"['packing', 'aman', 'banget', 'semoga', 'cocok']","['packing', 'aman', 'banget', 'semoga', 'cocok']","['packing', 'aman', 'banget', 'moga', 'cocok']"
176,alhamdulillah aku cocok pakai azarine kulit wajah ku perlahan teratasi dgn azarine thanks azarine,Positif,alhamdulillah aku cocok pakai azarine kulit wajah ku perlahan teratasi dengan azarine thanks azarine,"['alhamdulillah', 'aku', 'cocok', 'pakai', 'azarine', 'kulit', 'wajah', 'ku', 'perlahan', 'teratasi', 'dengan', 'azarine', 'thanks', 'azarine']","['alhamdulillah', 'aku', 'cocok', 'pakai', 'azarine', 'kulit', 'wajah', 'ku', 'perlahan', 'teratasi', 'azarine', 'thanks', 'azarine']","['alhamdulillah', 'aku', 'cocok', 'pakai', 'azarine', 'kulit', 'wajah', 'ku', 'perlahan', 'atas', 'azarine', 'thanks', 'azarine']"
177,repurchased nda bikin kusam affordable,Netral,repurchased indak bikin kusam affordable,"['repurchased', 'indak', 'bikin', 'kusam', 'affordable']","['repurchased', 'indak', 'bikin', 'kusam', 'affordable']","['repurchased', 'indak', 'bikin', 'kusam', 'affordable']"
178,baguss semoga cocok,Positif,bagus semoga cocok,"['bagus', 'semoga', 'cocok']","['bagus', 'semoga', 'cocok']","['bagus', 'moga', 'cocok']"
179,baru mau dicoba semoga cocok,Positif,baru mau dicoba semoga cocok,"['baru', 'mau', 'dicoba', 'semoga', 'cocok']","['baru', 'mau', 'dicoba', 'semoga', 'cocok']","['baru', 'mau', 'coba', 'moga', 'cocok']"
