review_tokens_stemmed,Sentimen,sentimen
tipe kulit minyak masalah kulit jerawat moga cocok sama rangkai terima kasih,Netral,"{'classified_text': 'tipe kulit minyak masalah [-4] kulit jerawat moga cocok [3] sama rangkai terima kasih [4]', 'tweet_text': ' tipe kulit minyak masalah kulit jerawat moga cocok sama rangkai terima kasih', 'sentence_score': ['tipe kulit minyak masalah [-4] kulit jerawat moga cocok [3] sama rangkai terima kasih [4]'], 'max_positive': 4, 'max_negative': -4, 'kelas': 'netral'}"
minggu pakai muka jadi bruntusan enggak tau memang efek samping pakai memang enggak cocok,Netral,"{'classified_text': 'minggu pakai muka jadi bruntusan enggak tau memang efek samping pakai memang enggak cocok [-3]', 'tweet_text': ' minggu pakai muka jadi bruntusan enggak tau memang efek samping pakai memang enggak cocok', 'sentence_score': ['minggu pakai muka jadi bruntusan enggak tau memang efek samping pakai memang enggak cocok [-3]'], 'max_positive': 1, 'max_negative': -3, 'kelas': 'negatif'}"
bagus,Positif,"{'classified_text': 'bagus [4]', 'tweet_text': ' bagus', 'sentence_score': ['bagus [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
kirim cukup cepat barang kirim sesuai pesan expired datenya,Positif,"{'classified_text': 'kirim cukup [3] cepat [5] barang kirim sesuai [3] pesan expired datenya', 'tweet_text': ' kirim cukup cepat barang kirim sesuai pesan expired datenya', 'sentence_score': ['kirim cukup [3] cepat [5] barang kirim sesuai [3] pesan expired datenya'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}"
cocok kulit enggak kering tarik kirim cepat mantap,Positif,"{'classified_text': 'cocok [3] kulit enggak kering tarik kirim cepat [4] mantap [5]', 'tweet_text': ' cocok kulit enggak kering tarik kirim cepat mantap', 'sentence_score': ['cocok [3] kulit enggak kering tarik kirim cepat [4] mantap [5]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}"
lipstik mudah patah saran kalau pakai jangan ulur terlalu panjang,Positif,"{'classified_text': 'lipstik mudah [3] patah saran kalau pakai jangan ulur terlalu panjang [3]', 'tweet_text': ' lipstik mudah patah saran kalau pakai jangan ulur terlalu panjang', 'sentence_score': ['lipstik mudah [3] patah saran kalau pakai jangan ulur terlalu panjang [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}"
barang lengkap packing aman rapi belum coba productnya moga cocok tipe kulit normal,Positif,"{'classified_text': 'barang lengkap packing aman [4] rapi [5] belum coba productnya moga cocok [3] tipe kulit normal [-1]', 'tweet_text': ' barang lengkap packing aman rapi belum coba productnya moga cocok tipe kulit normal', 'sentence_score': ['barang lengkap packing aman [4] rapi [5] belum coba productnya moga cocok [3] tipe kulit normal [-1]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}"
baca review nya bagus mudah cocok terima kasih bonus pas banget pas butuh,Positif,"{'classified_text': 'baca review nya bagus [4] mudah [4] cocok [4] terima kasih [4] bonus [4] pas banget pas butuh', 'tweet_text': ' baca review nya bagus mudah cocok terima kasih bonus pas banget pas butuh', 'sentence_score': ['baca review nya bagus [4] mudah [4] cocok [4] terima kasih [4] bonus [4] pas banget pas butuh'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
cocok kulit pakai jerawat biji pipi radang malam kasih besok mending kempes,Netral,"{'classified_text': 'cocok [3] kulit pakai jerawat biji pipi radang [-3] malam kasih besok mending kempes', 'tweet_text': ' cocok kulit pakai jerawat biji pipi radang malam kasih besok mending kempes', 'sentence_score': ['cocok [3] kulit pakai jerawat biji pipi radang [-3] malam kasih besok mending kempes'], 'max_positive': 3, 'max_negative': -3, 'kelas': 'netral'}"
benar bagus aku jatuh bikin bibir kering walaupun pakai lipstick pakai lipbalm warna pigmented banget merah queennya bagus banget,Netral,"{'classified_text': 'benar [4] bagus [5] aku jatuh [-3] bikin bibir kering walaupun pakai lipstick pakai lipbalm warna pigmented banget merah queennya bagus [5] banget', 'tweet_text': ' benar bagus aku jatuh bikin bibir kering walaupun pakai lipstick pakai lipbalm warna pigmented banget merah queennya bagus banget', 'sentence_score': ['benar [4] bagus [5] aku jatuh [-3] bikin bibir kering walaupun pakai lipstick pakai lipbalm warna pigmented banget merah queennya bagus [5] banget'], 'max_positive': 5, 'max_negative': -3, 'kelas': 'positif'}"
exp date lama kirim cepat diskon lumayan thanks somethinc,Positif,"{'classified_text': 'exp date lama [-2] kirim cepat [4] diskon lumayan [2] thanks somethinc', 'tweet_text': ' exp date lama kirim cepat diskon lumayan thanks somethinc', 'sentence_score': ['exp date lama [-2] kirim cepat [4] diskon lumayan [2] thanks somethinc'], 'max_positive': 4, 'max_negative': -2, 'kelas': 'positif'}"
moga cocok kulit sensitif banyak teman rekomen coba jadi langsung aku checkout,Positif,"{'classified_text': 'moga cocok [3] kulit sensitif [-2] banyak teman rekomen coba jadi langsung aku checkout', 'tweet_text': ' moga cocok kulit sensitif banyak teman rekomen coba jadi langsung aku checkout', 'sentence_score': ['moga cocok [3] kulit sensitif [-2] banyak teman rekomen coba jadi langsung aku checkout'], 'max_positive': 3, 'max_negative': -2, 'kelas': 'positif'}"
belum coba moga cocok,Netral,"{'classified_text': 'belum coba moga cocok [3]', 'tweet_text': ' belum coba moga cocok', 'sentence_score': ['belum coba moga cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}"
paket aman moga cocok,Positif,"{'classified_text': 'paket aman [4] moga cocok [3]', 'tweet_text': ' paket aman moga cocok', 'sentence_score': ['paket aman [4] moga cocok [3]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
tipe kulit minyak tipe kulit kering tipe kulit normal tipe kulit kombinasi tipe kulit sensitif masalah kulit jerawat,Netral,"{'classified_text': 'tipe kulit minyak tipe kulit kering tipe kulit normal [-1] tipe kulit kombinasi tipe kulit sensitif [-2] masalah [-5] kulit jerawat', 'tweet_text': ' tipe kulit minyak tipe kulit kering tipe kulit normal tipe kulit kombinasi tipe kulit sensitif masalah kulit jerawat', 'sentence_score': ['tipe kulit minyak tipe kulit kering tipe kulit normal [-1] tipe kulit kombinasi tipe kulit sensitif [-2] masalah [-5] kulit jerawat'], 'max_positive': 1, 'max_negative': -5, 'kelas': 'negatif'}"
kirim cepat packing bagus,Positif,"{'classified_text': 'kirim cepat [4] packing bagus [4]', 'tweet_text': ' kirim cepat packing bagus', 'sentence_score': ['kirim cepat [4] packing bagus [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
sesuai deskripsi,Positif,"{'classified_text': 'sesuai [3] deskripsi', 'tweet_text': ' sesuai deskripsi', 'sentence_score': ['sesuai [3] deskripsi'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}"
ingredients nya bikin penasaran jadi pengin coba jauh selalu repurchase produk avo selalu cocok aaaa,Positif,"{'classified_text': 'ingredients nya bikin penasaran jadi pengin coba jauh [-2] selalu repurchase produk avo selalu cocok [3] a [2]', 'tweet_text': ' ingredients nya bikin penasaran jadi pengin coba jauh selalu repurchase produk avo selalu cocok a', 'sentence_score': ['ingredients nya bikin penasaran jadi pengin coba jauh [-2] selalu repurchase produk avo selalu cocok [3] a [2]'], 'max_positive': 3, 'max_negative': -2, 'kelas': 'positif'}"
kirim lama banget ganti kurir,Negatif,"{'classified_text': 'kirim lama [-3] banget ganti kurir', 'tweet_text': ' kirim lama banget ganti kurir', 'sentence_score': ['kirim lama [-3] banget ganti kurir'], 'max_positive': 1, 'max_negative': -3, 'kelas': 'negatif'}"
emas oke moga cocok,Positif,"{'classified_text': 'emas [4] oke [4] moga cocok [3]', 'tweet_text': ' emas oke moga cocok', 'sentence_score': ['emas [4] oke [4] moga cocok [3]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
moga cocok,Netral,"{'classified_text': 'moga cocok [3]', 'tweet_text': ' moga cocok', 'sentence_score': ['moga cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}"
bintang pertama dikirimin expired beli harga normal beli chat tanya beda harga normal sale sale expired normal expired walaupun akhir return ganti expired proses return nya ribet banget utama pihak expedisi sicepat tidak segera pick up hari maksud kalau awal teliti enggak perlu buang waktu urus return nya moga depan makin teliti packing aman bagus admin responsive thank you,Negatif,"{'classified_text': 'bintang pertama dikirimin expired beli harga normal [-1] beli chat tanya beda harga normal [-1] sale sale expired normal [-1] expired walaupun akhir return ganti expired proses return nya ribet banget utama pihak expedisi sicepat tidak segera pick up hari maksud kalau awal teliti enggak perlu buang [-3] waktu urus return nya moga depan makin teliti packing aman [4] bagus [5] admin responsive thank you', 'tweet_text': ' bintang pertama dikirimin expired beli harga normal beli chat tanya beda harga normal sale sale expired normal expired walaupun akhir return ganti expired proses return nya ribet banget utama pihak expedisi sicepat tidak segera pick up hari maksud kalau awal teliti enggak perlu buang waktu urus return nya moga depan makin teliti packing aman bagus admin responsive thank you', 'sentence_score': ['bintang pertama dikirimin expired beli harga normal [-1] beli chat tanya beda harga normal [-1] sale sale expired normal [-1] expired walaupun akhir return ganti expired proses return nya ribet banget utama pihak expedisi sicepat tidak segera pick up hari maksud kalau awal teliti enggak perlu buang [-3] waktu urus return nya moga depan makin teliti packing aman [4] bagus [5] admin responsive thank you'], 'max_positive': 5, 'max_negative': -3, 'kelas': 'positif'}"
packing aman expired lama,Positif,"{'classified_text': 'packing aman [4] expired lama [-2]', 'tweet_text': ' packing aman expired lama', 'sentence_score': ['packing aman [4] expired lama [-2]'], 'max_positive': 4, 'max_negative': -2, 'kelas': 'positif'}"
huhu serum nya datang cepat banget kirim beli harga diskon baru pertama pakai moga cocok muka ku tipe kulit normal,Positif,"{'classified_text': 'huhu serum nya datang cepat [5] banget kirim beli harga diskon baru pertama pakai moga cocok [3] muka ku tipe kulit normal [-1]', 'tweet_text': ' huhu serum nya datang cepat banget kirim beli harga diskon baru pertama pakai moga cocok muka ku tipe kulit normal', 'sentence_score': ['huhu serum nya datang cepat [5] banget kirim beli harga diskon baru pertama pakai moga cocok [3] muka ku tipe kulit normal [-1]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}"
tipe kulit sensitif,Netral,"{'classified_text': 'tipe kulit sensitif [-2]', 'tweet_text': ' tipe kulit sensitif', 'sentence_score': ['tipe kulit sensitif [-2]'], 'max_positive': 1, 'max_negative': -2, 'kelas': 'negatif'}"
paket lempar sama kurir jelas jelas tulis fragile dus,Negatif,"{'classified_text': 'paket lempar sama kurir jelas [4] jelas [5] tulis fragile dus', 'tweet_text': ' paket lempar sama kurir jelas jelas tulis fragile dus', 'sentence_score': ['paket lempar sama kurir jelas [4] jelas [5] tulis fragile dus'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}"
barang baru pertama kali coba moga cocok,Netral,"{'classified_text': 'barang baru pertama kali coba moga cocok [3]', 'tweet_text': ' barang baru pertama kali coba moga cocok', 'sentence_score': ['barang baru pertama kali coba moga cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}"
serum baik buat baik skin barier rusak pakai serum sejak hasil jerawat enggak pernah muncul kulit jadi enggak pernah rewel please jangan enggak produksi serum jadi pakai kulit aku,Positif,"{'classified_text': 'serum baik [4] buat baik [4] skin barier rusak [-4] pakai serum sejak hasil jerawat enggak pernah muncul kulit jadi enggak pernah rewel [-2] please jangan enggak produksi serum jadi pakai kulit aku', 'tweet_text': ' serum baik buat baik skin barier rusak pakai serum sejak hasil jerawat enggak pernah muncul kulit jadi enggak pernah rewel please jangan enggak produksi serum jadi pakai kulit aku', 'sentence_score': ['serum baik [4] buat baik [4] skin barier rusak [-4] pakai serum sejak hasil jerawat enggak pernah muncul kulit jadi enggak pernah rewel [-2] please jangan enggak produksi serum jadi pakai kulit aku'], 'max_positive': 4, 'max_negative': -4, 'kelas': 'netral'}"
cari alternatif ingredients samar bekas jerawat aku enggak cocok sama vit niacin alpha arbutin,Netral,"{'classified_text': 'cari alternatif ingredients samar [-2] bekas [-5] jerawat aku enggak cocok [-3] sama vit niacin alpha arbutin', 'tweet_text': ' cari alternatif ingredients samar bekas jerawat aku enggak cocok sama vit niacin alpha arbutin', 'sentence_score': ['cari alternatif ingredients samar [-2] bekas [-5] jerawat aku enggak cocok [-3] sama vit niacin alpha arbutin'], 'max_positive': 1, 'max_negative': -5, 'kelas': 'negatif'}"
dulu pernah pakai ngefek banget kulit bikin jadi lembab enggak beruntus dibarengin sama refining tonernya,Positif,"{'classified_text': 'dulu pernah pakai ngefek banget kulit bikin jadi lembab enggak beruntus dibarengin sama refining tonernya', 'tweet_text': ' dulu pernah pakai ngefek banget kulit bikin jadi lembab enggak beruntus dibarengin sama refining tonernya', 'sentence_score': ['dulu pernah pakai ngefek banget kulit bikin jadi lembab enggak beruntus dibarengin sama refining tonernya'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}"
pesan tanggal kirim tanggal padahal tanggal bawa terbang kecewa kali dapat layan kurang senang padahal produk bagus jadi guna tetap avoskin,Negatif,"{'classified_text': 'pesan tanggal kirim tanggal padahal tanggal bawa terbang kecewa [-4] kali dapat layan kurang [-2] senang [2] padahal produk bagus [4] jadi guna tetap avoskin', 'tweet_text': ' pesan tanggal kirim tanggal padahal tanggal bawa terbang kecewa kali dapat layan kurang senang padahal produk bagus jadi guna tetap avoskin', 'sentence_score': ['pesan tanggal kirim tanggal padahal tanggal bawa terbang kecewa [-4] kali dapat layan kurang [-2] senang [2] padahal produk bagus [4] jadi guna tetap avoskin'], 'max_positive': 4, 'max_negative': -4, 'kelas': 'netral'}"
bagus sih produk cocok cuma sedikit kecewa packagingnya kurang aman enggak bublewrapnya padahal jalan jauh sidoarjo jakarta,Negatif,"{'classified_text': 'bagus [4] sih produk cocok [3] cuma sedikit kecewa [-1] packagingnya kurang [-2] aman [2] enggak bublewrapnya padahal jalan jauh [-2] sidoarjo jakarta', 'tweet_text': ' bagus sih produk cocok cuma sedikit kecewa packagingnya kurang aman enggak bublewrapnya padahal jalan jauh sidoarjo jakarta', 'sentence_score': ['bagus [4] sih produk cocok [3] cuma sedikit kecewa [-1] packagingnya kurang [-2] aman [2] enggak bublewrapnya padahal jalan jauh [-2] sidoarjo jakarta'], 'max_positive': 4, 'max_negative': -2, 'kelas': 'positif'}"
kirim pakai sicepat sangat lambat gudang tanggal baru antar rumah tanggal sayang banget enggak sesuai nama,Negatif,"{'classified_text': 'kirim pakai sicepat sangat lambat [-5] gudang tanggal baru antar rumah tanggal sayang [5] banget enggak sesuai [-3] nama', 'tweet_text': ' kirim pakai sicepat sangat lambat gudang tanggal baru antar rumah tanggal sayang banget enggak sesuai nama', 'sentence_score': ['kirim pakai sicepat sangat lambat [-5] gudang tanggal baru antar rumah tanggal sayang [5] banget enggak sesuai [-3] nama'], 'max_positive': 5, 'max_negative': -5, 'kelas': 'netral'}"
paket terima ada baik,Positif,"{'classified_text': 'paket terima ada baik [4]', 'tweet_text': ' paket terima ada baik', 'sentence_score': ['paket terima ada baik [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
baru pertama pakai moga cocok min tipe kulit minyak tipe kulit kombinasi,Netral,"{'classified_text': 'baru pertama pakai moga cocok [3] min tipe kulit minyak tipe kulit kombinasi', 'tweet_text': ' baru pertama pakai moga cocok min tipe kulit minyak tipe kulit kombinasi', 'sentence_score': ['baru pertama pakai moga cocok [3] min tipe kulit minyak tipe kulit kombinasi'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}"
fast respon,Positif,"{'classified_text': 'fast respon', 'tweet_text': ' fast respon', 'sentence_score': ['fast respon'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}"
nice,Positif,"{'classified_text': 'nice', 'tweet_text': ' nice', 'sentence_score': ['nice'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}"
worth the price pcs harga cashback,Netral,"{'classified_text': 'worth the price pcs harga cashback', 'tweet_text': ' worth the price pcs harga cashback', 'sentence_score': ['worth the price pcs harga cashback'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}"
thanks,Positif,"{'classified_text': 'thanks', 'tweet_text': ' thanks', 'sentence_score': ['thanks'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}"
packing aman banget moga cocok,Positif,"{'classified_text': 'packing aman [5] banget moga cocok [3]', 'tweet_text': ' packing aman banget moga cocok', 'sentence_score': ['packing aman [5] banget moga cocok [3]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}"
alhamdulillah aku cocok pakai azarine kulit wajah ku perlahan atas azarine thanks azarine,Positif,"{'classified_text': 'alhamdulillah aku cocok [3] pakai azarine kulit wajah ku perlahan atas azarine thanks azarine', 'tweet_text': ' alhamdulillah aku cocok pakai azarine kulit wajah ku perlahan atas azarine thanks azarine', 'sentence_score': ['alhamdulillah aku cocok [3] pakai azarine kulit wajah ku perlahan atas azarine thanks azarine'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}"
repurchased indak bikin kusam affordable,Netral,"{'classified_text': 'repurchased indak bikin kusam [-3] affordable', 'tweet_text': ' repurchased indak bikin kusam affordable', 'sentence_score': ['repurchased indak bikin kusam [-3] affordable'], 'max_positive': 1, 'max_negative': -3, 'kelas': 'negatif'}"
isi dikit banget bingung ira enggak isi,Negatif,"{'classified_text': 'isi dikit banget bingung [-4] ira enggak isi', 'tweet_text': ' isi dikit banget bingung ira enggak isi', 'sentence_score': ['isi dikit banget bingung [-4] ira enggak isi'], 'max_positive': 1, 'max_negative': -4, 'kelas': 'negatif'}"
ringan kulit warna pas,Netral,"{'classified_text': 'ringan kulit warna pas', 'tweet_text': ' ringan kulit warna pas', 'sentence_score': ['ringan kulit warna pas'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}"
cepat ringan sesuai nama tinted sunscreen buat tutup merah aku belum coba shade nina malah jadi kusam kuning akhir coba shade butter pas,Netral,"{'classified_text': 'cepat [4] ringan sesuai [3] nama tinted sunscreen buat tutup merah aku belum coba shade nina malah jadi kusam [-3] kuning akhir coba shade butter pas', 'tweet_text': ' cepat ringan sesuai nama tinted sunscreen buat tutup merah aku belum coba shade nina malah jadi kusam kuning akhir coba shade butter pas', 'sentence_score': ['cepat [4] ringan sesuai [3] nama tinted sunscreen buat tutup merah aku belum coba shade nina malah jadi kusam [-3] kuning akhir coba shade butter pas'], 'max_positive': 4, 'max_negative': -3, 'kelas': 'positif'}"
cepat tekstur creamy smugeproof loh warna kurang pigment,Negatif,"{'classified_text': 'cepat [4] tekstur creamy smugeproof loh warna kurang [-2] pigment', 'tweet_text': ' cepat tekstur creamy smugeproof loh warna kurang pigment', 'sentence_score': ['cepat [4] tekstur creamy smugeproof loh warna kurang [-2] pigment'], 'max_positive': 4, 'max_negative': -2, 'kelas': 'positif'}"
tekstur ringan mudah serap kulit spf nya jadi kalo pakai daily walaupun enggak full coverage tutup warna tidak rata muka bakal repurchase,Negatif,"{'classified_text': 'tekstur ringan mudah [3] serap kulit spf nya jadi kalo pakai daily walaupun enggak full coverage tutup warna tidak rata muka bakal repurchase', 'tweet_text': ' tekstur ringan mudah serap kulit spf nya jadi kalo pakai daily walaupun enggak full coverage tutup warna tidak rata muka bakal repurchase', 'sentence_score': ['tekstur ringan mudah [3] serap kulit spf nya jadi kalo pakai daily walaupun enggak full coverage tutup warna tidak rata muka bakal repurchase'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}"
kirim cepat packing oke thanks,Netral,"{'classified_text': 'kirim cepat [4] packing oke [3] thanks', 'tweet_text': ' kirim cepat packing oke thanks', 'sentence_score': ['kirim cepat [4] packing oke [3] thanks'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
suka sama warna next order warna,Netral,"{'classified_text': 'suka [4] sama warna next order warna', 'tweet_text': ' suka sama warna next order warna', 'sentence_score': ['suka [4] sama warna next order warna'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
tipe kulit minyak alhamdulillah cocok thanks,Netral,"{'classified_text': 'tipe kulit minyak alhamdulillah cocok [3] thanks', 'tweet_text': ' tipe kulit minyak alhamdulillah cocok thanks', 'sentence_score': ['tipe kulit minyak alhamdulillah cocok [3] thanks'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}"
beli serum pas harga flash sale lumayan banget diskon packing oke kirim lumayan cepat produk belum coba jadi belum kasih nilai,Positif,"{'classified_text': 'beli serum pas harga flash sale lumayan [3] banget diskon packing oke [3] kirim lumayan [2] cepat [5] produk belum coba jadi belum kasih nilai [3]', 'tweet_text': ' beli serum pas harga flash sale lumayan banget diskon packing oke kirim lumayan cepat produk belum coba jadi belum kasih nilai', 'sentence_score': ['beli serum pas harga flash sale lumayan [3] banget diskon packing oke [3] kirim lumayan [2] cepat [5] produk belum coba jadi belum kasih nilai [3]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}"
jujur buat aku enggak cocok aku gapaham skincare cenderung asal beli cuma seperti works deh kalo memang cocok tipe kulit feel muka pakai lengket aku jadi enggak tidur miring terus bukan tipe skincare kalo kena angin adem muka cuma yaudah salah,Negatif,"{'classified_text': 'jujur [4] buat aku enggak cocok [-3] aku gapaham skincare cenderung asal beli cuma [-2] seperti [1] works deh kalo memang cocok [3] tipe kulit feel muka pakai lengket aku jadi enggak tidur miring [-1] terus bukan tipe skincare kalo kena angin adem muka cuma [-2] yaudah salah [-4]', 'tweet_text': ' jujur buat aku enggak cocok aku gapaham skincare cenderung asal beli cuma seperti works deh kalo memang cocok tipe kulit feel muka pakai lengket aku jadi enggak tidur miring terus bukan tipe skincare kalo kena angin adem muka cuma yaudah salah', 'sentence_score': ['jujur [4] buat aku enggak cocok [-3] aku gapaham skincare cenderung asal beli cuma [-2] seperti [1] works deh kalo memang cocok [3] tipe kulit feel muka pakai lengket aku jadi enggak tidur miring [-1] terus bukan tipe skincare kalo kena angin adem muka cuma [-2] yaudah salah [-4]'], 'max_positive': 4, 'max_negative': -4, 'kelas': 'netral'}"
hasil akhir bagus kayak kulit bersih sehat,Negatif,"{'classified_text': 'hasil akhir bagus [4] kayak kulit bersih [5] sehat [5]', 'tweet_text': ' hasil akhir bagus kayak kulit bersih sehat', 'sentence_score': ['hasil akhir bagus [4] kayak kulit bersih [5] sehat [5]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}"
