,Review,Sentimen,Review_norm,review_tokens,review_tokens_SR,review_tokens_stemmed
116,produknya biasa saja tapi yg paling parah pelayanannya sangat tidak memuaskan tidak helpfull tidak customer oriented hati kalau belanja disini kesalahan sedikit saja bakal fatal,Negatif,produknya biasa saja tapi yang paling parah pelayanannya sangat tidak memuaskan tidak helpfull tidak customer oriented hati kalau belanja disini kesalahan sedikit saja bakal fatal,"['produknya', 'biasa', 'saja', 'tapi', 'yang', 'paling', 'parah', 'pelayanannya', 'sangat', 'tidak', 'memuaskan', 'tidak', 'helpfull', 'tidak', 'customer', 'oriented', 'hati', 'kalau', 'belanja', 'disini', 'kesalahan', 'sedikit', 'saja', 'bakal', 'fatal']","['produknya', 'biasa', 'paling', 'parah', 'pelayanannya', 'sangat', 'memuaskan', 'helpfull', 'customer', 'oriented', 'hati', 'kalau', 'belanja', 'disini', 'kesalahan', 'sedikit', 'bakal', 'fatal']","['produk', 'biasa', 'paling', 'parah', 'layan', 'sangat', 'muas', 'helpfull', 'customer', 'oriented', 'hati', 'kalau', 'belanja', 'sini', 'salah', 'sedikit', 'bakal', 'fatal']"
117,katanya check out jam dapet lm taunya engga boohong banget buat yang mau check out jangan percaya ya,Negatif,katanya check out jam dapat lama taunya enggak berbohong banget buat yang mau check out jangan percaya ya,"['katanya', 'check', 'out', 'jam', 'dapat', 'lama', 'taunya', 'enggak', 'berbohong', 'banget', 'buat', 'yang', 'mau', 'check', 'out', 'jangan', 'percaya', 'ya']","['katanya', 'check', 'out', 'jam', 'lama', 'taunya', 'enggak', 'berbohong', 'banget', 'buat', 'mau', 'check', 'out', 'jangan', 'percaya']","['kata', 'check', 'out', 'jam', 'lama', 'tau', 'enggak', 'bohong', 'banget', 'buat', 'mau', 'check', 'out', 'jangan', 'percaya']"
118,kecewa pesanan saya dibatalkan yang lain tidak akan pernah mau beli lagi terimakasih alasan saya beli di toko ini adalah karna harga dari pusat normal sedangkan beli di reseller harga melambung jauh sampe rb kecewa udh ganti produk eye care lain makasih saya beli tetapi dibatalkan sama somethinc jahat bgt pesannya pake usaha juga kalau tidak beli eye game changer ini di sini mau beli dmn lagi di stockist harganya beda rb rb makasih belum lagi kadang pre order sungguh kecewa saya beli di official mana pun bs beli banyak makasih,Negatif,kecewa pesanan saya dibatalkan yang lain tidak akan pernah mau beli lagi terima kasih alasan saya beli di toko ini adalah karena harga dari pusat normal sedangkan beli di reseller harga melambung jauh sampai ribu kecewa sudah ganti produk eye care lain terima kasih saya beli tetapi dibatalkan sama somethinc jahat banget pesannya pakai usaha juga kalau tidak beli eye game changer ini di sini mau beli dimana lagi di stockist harganya beda ribu ribu terima kasih belum lagi kadang pre order sungguh kecewa saya beli di official mana pun bisa beli banyak terima kasih,"['kecewa', 'pesanan', 'saya', 'dibatalkan', 'yang', 'lain', 'tidak', 'akan', 'pernah', 'mau', 'beli', 'lagi', 'terima', 'kasih', 'alasan', 'saya', 'beli', 'di', 'toko', 'ini', 'adalah', 'karena', 'harga', 'dari', 'pusat', 'normal', 'sedangkan', 'beli', 'di', 'reseller', 'harga', 'melambung', 'jauh', 'sampai', 'ribu', 'kecewa', 'sudah', 'ganti', 'produk', 'eye', 'care', 'lain', 'terima', 'kasih', 'saya', 'beli', 'tetapi', 'dibatalkan', 'sama', 'somethinc', 'jahat', 'banget', 'pesannya', 'pakai', 'usaha', 'juga', 'kalau', 'tidak', 'beli', 'eye', 'game', 'changer', 'ini', 'di', 'sini', 'mau', 'beli', 'dimana', 'lagi', 'di', 'stockist', 'harganya', 'beda', 'ribu', 'ribu', 'terima', 'kasih', 'belum', 'lagi', 'kadang', 'pre', 'order', 'sungguh', 'kecewa', 'saya', 'beli', 'di', 'official', 'mana', 'pun', 'bisa', 'beli', 'banyak', 'terima', 'kasih']","['kecewa', 'pesanan', 'dibatalkan', 'pernah', 'mau', 'beli', 'terima', 'kasih', 'alasan', 'beli', 'toko', 'harga', 'pusat', 'normal', 'beli', 'reseller', 'harga', 'melambung', 'jauh', 'ribu', 'kecewa', 'ganti', 'produk', 'eye', 'care', 'terima', 'kasih', 'beli', 'dibatalkan', 'sama', 'somethinc', 'jahat', 'banget', 'pesannya', 'pakai', 'usaha', 'kalau', 'beli', 'eye', 'game', 'changer', 'sini', 'mau', 'beli', 'stockist', 'harganya', 'beda', 'ribu', 'ribu', 'terima', 'kasih', 'kadang', 'pre', 'order', 'sungguh', 'kecewa', 'beli', 'official', 'mana', 'beli', 'banyak', 'terima', 'kasih']","['kecewa', 'pesan', 'batal', 'pernah', 'mau', 'beli', 'terima', 'kasih', 'alas', 'beli', 'toko', 'harga', 'pusat', 'normal', 'beli', 'reseller', 'harga', 'lambung', 'jauh', 'ribu', 'kecewa', 'ganti', 'produk', 'eye', 'care', 'terima', 'kasih', 'beli', 'batal', 'sama', 'somethinc', 'jahat', 'banget', 'pesan', 'pakai', 'usaha', 'kalau', 'beli', 'eye', 'game', 'changer', 'sini', 'mau', 'beli', 'stockist', 'harga', 'beda', 'ribu', 'ribu', 'terima', 'kasih', 'kadang', 'pre', 'order', 'sungguh', 'kecewa', 'beli', 'official', 'mana', 'beli', 'banyak', 'terima', 'kasih']"
119,it  beautiful package bintang buat safety nya,Positif,itu  beautiful package bintang buat safety nya,"['itu', 'beautiful', 'package', 'bintang', 'buat', 'safety', 'nya']","['beautiful', 'package', 'bintang', 'buat', 'safety', 'nya']","['beautiful', 'package', 'bintang', 'buat', 'safety', 'nya']"
120,pengiriman agak lama karena beda provinsi tapi gapapa packingnya aman banget semoga cocok dan bisa memperbaiki kulit aku tipe kulitku berminyak,Negatif,pengiriman agak lama karena beda provinsi tapi gapapa packingnya aman banget semoga cocok dan bisa memperbaiki kulit aku tipe kulitku berminyak,"['pengiriman', 'agak', 'lama', 'karena', 'beda', 'provinsi', 'tapi', 'gapapa', 'packingnya', 'aman', 'banget', 'semoga', 'cocok', 'dan', 'bisa', 'memperbaiki', 'kulit', 'aku', 'tipe', 'kulitku', 'berminyak']","['pengiriman', 'lama', 'beda', 'provinsi', 'gapapa', 'packingnya', 'aman', 'banget', 'semoga', 'cocok', 'memperbaiki', 'kulit', 'aku', 'tipe', 'kulitku', 'berminyak']","['kirim', 'lama', 'beda', 'provinsi', 'gapapa', 'packingnya', 'aman', 'banget', 'moga', 'cocok', 'baik', 'kulit', 'aku', 'tipe', 'kulit', 'minyak']"
121,top,Positif,top,['top'],['top'],['top']
122,tipe kulitku berminyak tipe kulitku kering tipe kulitku normal tipe kulitku kombinasi masalah kulitku kerutan masalah kulitku jerawat masalah kulitku pori besar tipe kulitku sensitif,Positif,tipe kulitku berminyak tipe kulitku kering tipe kulitku normal tipe kulitku kombinasi masalah kulitku kerutan masalah kulitku jerawat masalah kulitku pori besar tipe kulitku sensitif,"['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'kerutan', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'pori', 'besar', 'tipe', 'kulitku', 'sensitif']","['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'kerutan', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'pori', 'besar', 'tipe', 'kulitku', 'sensitif']","['tipe', 'kulit', 'minyak', 'tipe', 'kulit', 'kering', 'tipe', 'kulit', 'normal', 'tipe', 'kulit', 'kombinasi', 'masalah', 'kulit', 'kerut', 'masalah', 'kulit', 'jerawat', 'masalah', 'kulit', 'pori', 'besar', 'tipe', 'kulit', 'sensitif']"
123,exp,Positif,exp,['exp'],['exp'],['exp']
124,pertama banget dulu sih beli bagus bgt ya di muka waktu itu kemasan masih biru mungkin sktr tahun yang lalu masih belum viral perskincare an semenjak hamil ud stop pake produk bayi aja ini mau coba lagi karena kangen sensasinya waktu make dulu emang feelnya beda tp smga ngaruh di jerawat yg suka muncul tiba tiba,Netral,pertama banget dulu sih beli bagus banget ya di muka waktu itu kemasan masih biru mungkin sekitar tahun yang lalu masih belum viral perskincare an semenjak hamil sudah stop pakai produk bayi saja ini mau coba lagi karena kangen sensasinya waktu memakai dulu memang feelnya beda tapi semoga ngaruh di jerawat yang suka muncul tiba tiba,"['pertama', 'banget', 'dulu', 'sih', 'beli', 'bagus', 'banget', 'ya', 'di', 'muka', 'waktu', 'itu', 'kemasan', 'masih', 'biru', 'mungkin', 'sekitar', 'tahun', 'yang', 'lalu', 'masih', 'belum', 'viral', 'perskincare', 'an', 'semenjak', 'hamil', 'sudah', 'stop', 'pakai', 'produk', 'bayi', 'saja', 'ini', 'mau', 'coba', 'lagi', 'karena', 'kangen', 'sensasinya', 'waktu', 'memakai', 'dulu', 'memang', 'feelnya', 'beda', 'tapi', 'semoga', 'ngaruh', 'di', 'jerawat', 'yang', 'suka', 'muncul', 'tiba', 'tiba']","['pertama', 'banget', 'dulu', 'sih', 'beli', 'bagus', 'banget', 'muka', 'waktu', 'kemasan', 'biru', 'mungkin', 'tahun', 'lalu', 'viral', 'perskincare', 'an', 'semenjak', 'hamil', 'stop', 'pakai', 'produk', 'bayi', 'mau', 'coba', 'kangen', 'sensasinya', 'waktu', 'memakai', 'dulu', 'memang', 'feelnya', 'beda', 'semoga', 'ngaruh', 'jerawat', 'suka', 'muncul', 'tiba', 'tiba']","['pertama', 'banget', 'dulu', 'sih', 'beli', 'bagus', 'banget', 'muka', 'waktu', 'kemas', 'biru', 'mungkin', 'tahun', 'lalu', 'viral', 'perskincare', 'an', 'semenjak', 'hamil', 'stop', 'pakai', 'produk', 'bayi', 'mau', 'coba', 'kangen', 'sensasi', 'waktu', 'pakai', 'dulu', 'memang', 'feelnya', 'beda', 'moga', 'ngaruh', 'jerawat', 'suka', 'muncul', 'tiba', 'tiba']"
125,tipe kulitku berminyak tipe kulitku normal tipe kulitku kering tipe kulitku kombinasi masalah kulitku jerawat masalah kulitku kerutan masalah kulitku pori besar tipe kulitku sensitif,Positif,tipe kulitku berminyak tipe kulitku normal tipe kulitku kering tipe kulitku kombinasi masalah kulitku jerawat masalah kulitku kerutan masalah kulitku pori besar tipe kulitku sensitif,"['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'kerutan', 'masalah', 'kulitku', 'pori', 'besar', 'tipe', 'kulitku', 'sensitif']","['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'kerutan', 'masalah', 'kulitku', 'pori', 'besar', 'tipe', 'kulitku', 'sensitif']","['tipe', 'kulit', 'minyak', 'tipe', 'kulit', 'normal', 'tipe', 'kulit', 'kering', 'tipe', 'kulit', 'kombinasi', 'masalah', 'kulit', 'jerawat', 'masalah', 'kulit', 'kerut', 'masalah', 'kulit', 'pori', 'besar', 'tipe', 'kulit', 'sensitif']"
126,barang sesuai pesanan,Positif,barang sesuai pesanan,"['barang', 'sesuai', 'pesanan']","['barang', 'sesuai', 'pesanan']","['barang', 'sesuai', 'pesan']"
127,pengiriman oke saran untuk facial wash nya mungkin perlu ditambahkan fragrance biar baunya lebih enak soalnya baunya kurang begitu nyama digunakan,Positif,pengiriman oke saran untuk facial wash nya mungkin perlu ditambahkan fragrance biar baunya lebih enak soalnya baunya kurang begitu nyaman digunakan,"['pengiriman', 'oke', 'saran', 'untuk', 'facial', 'wash', 'nya', 'mungkin', 'perlu', 'ditambahkan', 'fragrance', 'biar', 'baunya', 'lebih', 'enak', 'soalnya', 'baunya', 'kurang', 'begitu', 'nyaman', 'digunakan']","['pengiriman', 'oke', 'saran', 'facial', 'wash', 'nya', 'mungkin', 'perlu', 'ditambahkan', 'fragrance', 'biar', 'baunya', 'lebih', 'enak', 'soalnya', 'baunya', 'kurang', 'nyaman', 'digunakan']","['kirim', 'oke', 'saran', 'facial', 'wash', 'nya', 'mungkin', 'perlu', 'tambah', 'fragrance', 'biar', 'bau', 'lebih', 'enak', 'soal', 'bau', 'kurang', 'nyaman', 'guna']"
128,moga cocok soalnya dulu cocok bgt pake ini,Positif,moga cocok soalnya dulu cocok banget pakai ini,"['moga', 'cocok', 'soalnya', 'dulu', 'cocok', 'banget', 'pakai', 'ini']","['moga', 'cocok', 'soalnya', 'dulu', 'cocok', 'banget', 'pakai']","['moga', 'cocok', 'soal', 'dulu', 'cocok', 'banget', 'pakai']"
129,pengiriman cepat mantabbb,Netral,pengiriman cepat mantap,"['pengiriman', 'cepat', 'mantap']","['pengiriman', 'cepat', 'mantap']","['kirim', 'cepat', 'mantap']"
130,alhamdulillah udh smp barangnya dan pengemasan barangnya juga ok thank you kurir sicepat team avoskin,Negatif,alhamdulillah sudah sampai barangnya dan pengemasan barangnya juga ok thank you kurir sicepat team avoskin,"['alhamdulillah', 'sudah', 'sampai', 'barangnya', 'dan', 'pengemasan', 'barangnya', 'juga', 'ok', 'thank', 'you', 'kurir', 'sicepat', 'team', 'avoskin']","['alhamdulillah', 'barangnya', 'pengemasan', 'barangnya', 'thank', 'you', 'kurir', 'sicepat', 'team', 'avoskin']","['alhamdulillah', 'barang', 'emas', 'barang', 'thank', 'you', 'kurir', 'sicepat', 'team', 'avoskin']"
131,bahannya gampang menyerap,Netral,bahannya gampang menyerap,"['bahannya', 'gampang', 'menyerap']","['bahannya', 'gampang', 'menyerap']","['bahan', 'gampang', 'serap']"
132,bagussss,Netral,bagus,['bagus'],['bagus'],['bagus']
133,baguusssssss,Netral,bagus,['bagus'],['bagus'],['bagus']
134,okelahhhhhhhh,Negatif,oke,['oke'],['oke'],['oke']
135,dapat gratis mini pouch makasih semoga cocok,Netral,dapat gratis mini pouch terima kasih semoga cocok,"['dapat', 'gratis', 'mini', 'pouch', 'terima', 'kasih', 'semoga', 'cocok']","['gratis', 'mini', 'pouch', 'terima', 'kasih', 'semoga', 'cocok']","['gratis', 'mini', 'pouch', 'terima', 'kasih', 'moga', 'cocok']"
136,alhamdulillah barangnya udah sampai semoga ccok dan selau dpt harga diskon yess,Negatif,alhamdulillah barangnya sudah sampai semoga cocok dan selau dapat harga diskon yes,"['alhamdulillah', 'barangnya', 'sudah', 'sampai', 'semoga', 'cocok', 'dan', 'selau', 'dapat', 'harga', 'diskon', 'yes']","['alhamdulillah', 'barangnya', 'semoga', 'cocok', 'selau', 'harga', 'diskon', 'yes']","['alhamdulillah', 'barang', 'moga', 'cocok', 'selau', 'harga', 'diskon', 'yes']"
137,cocok sama produknya,Positif,cocok sama produknya,"['cocok', 'sama', 'produknya']","['cocok', 'sama', 'produknya']","['cocok', 'sama', 'produk']"
138,sudah berkali kali beli di toko official ini dan setiap kali pembelian selalu amanah thx,Positif,sudah berkali kali beli di toko official ini dan setiap kali pembelian selalu amanah thanks,"['sudah', 'berkali', 'kali', 'beli', 'di', 'toko', 'official', 'ini', 'dan', 'setiap', 'kali', 'pembelian', 'selalu', 'amanah', 'thanks']","['berkali', 'kali', 'beli', 'toko', 'official', 'kali', 'pembelian', 'selalu', 'amanah', 'thanks']","['kali', 'kali', 'beli', 'toko', 'official', 'kali', 'beli', 'selalu', 'amanah', 'thanks']"
139,barang nya oke,Positif,barang nya oke,"['barang', 'nya', 'oke']","['barang', 'nya', 'oke']","['barang', 'nya', 'oke']"
140,repeat order,Netral,repeat order,"['repeat', 'order']","['repeat', 'order']","['repeat', 'order']"
141,masalah kulitku pori besar,Negatif,masalah kulitku pori besar,"['masalah', 'kulitku', 'pori', 'besar']","['masalah', 'kulitku', 'pori', 'besar']","['masalah', 'kulit', 'pori', 'besar']"
142,ini beda nih dari pertama beli  first time nyobain jatuh cinta bgt waktu itu pilih shade strawberrypine sama raspberry muffin trus ini pembelian kedua ngerasa ini formulanya beda bgt ini lebih berminyak tapi short lasting  masa iya abis minum aer ilang lah coba itu rugi dong udahlah aku pindah haluan aja byeee,Negatif,ini beda nih dari pertama beli  first time mencoba jatuh cinta banget waktu itu pilih shade strawberrypine sama raspberry muffin terus ini pembelian kedua merasa ini formulanya beda banget ini lebih berminyak tapi short lasting  masa iya habis minum air hilang lah coba itu rugi dong sudahlah aku pindah haluan saja byeee,"['ini', 'beda', 'nih', 'dari', 'pertama', 'beli', 'first', 'time', 'mencoba', 'jatuh', 'cinta', 'banget', 'waktu', 'itu', 'pilih', 'shade', 'strawberrypine', 'sama', 'raspberry', 'muffin', 'terus', 'ini', 'pembelian', 'kedua', 'merasa', 'ini', 'formulanya', 'beda', 'banget', 'ini', 'lebih', 'berminyak', 'tapi', 'short', 'lasting', 'masa', 'iya', 'habis', 'minum', 'air', 'hilang', 'lah', 'coba', 'itu', 'rugi', 'dong', 'sudahlah', 'aku', 'pindah', 'haluan', 'saja', 'byeee']","['beda', 'nih', 'pertama', 'beli', 'first', 'time', 'mencoba', 'jatuh', 'cinta', 'banget', 'waktu', 'pilih', 'shade', 'strawberrypine', 'sama', 'raspberry', 'muffin', 'terus', 'pembelian', 'kedua', 'merasa', 'formulanya', 'beda', 'banget', 'lebih', 'berminyak', 'short', 'lasting', 'masa', 'iya', 'habis', 'minum', 'air', 'hilang', 'lah', 'coba', 'rugi', 'dong', 'sudahlah', 'aku', 'pindah', 'haluan', 'byeee']","['beda', 'nih', 'pertama', 'beli', 'first', 'time', 'coba', 'jatuh', 'cinta', 'banget', 'waktu', 'pilih', 'shade', 'strawberrypine', 'sama', 'raspberry', 'muffin', 'terus', 'beli', 'dua', 'rasa', 'formula', 'beda', 'banget', 'lebih', 'minyak', 'short', 'lasting', 'masa', 'iya', 'habis', 'minum', 'air', 'hilang', 'lah', 'coba', 'rugi', 'dong', 'sudah', 'aku', 'pindah', 'haluan', 'byeee']"
143,tipe kulitku berminyak tipe kulitku sensitif masalah kulitku jerawat masalah kulitku pori besar overall worth it,Netral,tipe kulitku berminyak tipe kulitku sensitif masalah kulitku jerawat masalah kulitku pori besar overall worth itu,"['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'sensitif', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'pori', 'besar', 'overall', 'worth', 'itu']","['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'sensitif', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'pori', 'besar', 'overall', 'worth']","['tipe', 'kulit', 'minyak', 'tipe', 'kulit', 'sensitif', 'masalah', 'kulit', 'jerawat', 'masalah', 'kulit', 'pori', 'besar', 'overall', 'worth']"
144,kecepatan pengiriman baik ada bubble warp,Netral,kecepatan pengiriman baik ada bubble warp,"['kecepatan', 'pengiriman', 'baik', 'ada', 'bubble', 'warp']","['kecepatan', 'pengiriman', 'baik', 'bubble', 'warp']","['cepat', 'kirim', 'baik', 'bubble', 'warp']"
145,tipe kulitku sensitif masalah kulitku jerawat masalah kulitku pori besar,Netral,tipe kulitku sensitif masalah kulitku jerawat masalah kulitku pori besar,"['tipe', 'kulitku', 'sensitif', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'pori', 'besar']","['tipe', 'kulitku', 'sensitif', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'pori', 'besar']","['tipe', 'kulit', 'sensitif', 'masalah', 'kulit', 'jerawat', 'masalah', 'kulit', 'pori', 'besar']"
146,dpt harga ceban yay blm dicoba,Netral,dapat harga ceban yay belum dicoba,"['dapat', 'harga', 'ceban', 'yay', 'belum', 'dicoba']","['harga', 'ceban', 'yay', 'dicoba']","['harga', 'ceban', 'yay', 'coba']"
147,pembelian kesekian kalinya cocok di muka apalagi klo pas jerawatan kulitnya tetep bs bnafas,Netral,pembelian kesekian kalinya cocok di muka apalagi kalo pas jerawatan kulitnya tetap bisa bernafas,"['pembelian', 'kesekian', 'kalinya', 'cocok', 'di', 'muka', 'apalagi', 'kalo', 'pas', 'jerawatan', 'kulitnya', 'tetap', 'bisa', 'bernafas']","['pembelian', 'kesekian', 'kalinya', 'cocok', 'muka', 'kalo', 'pas', 'jerawatan', 'kulitnya', 'tetap', 'bernafas']","['beli', 'sekian', 'kali', 'cocok', 'muka', 'kalo', 'pas', 'jerawat', 'kulit', 'tetap', 'nafas']"
148,ternyata dapet ya baru pertama kali semoga cocok,Netral,ternyata dapat ya baru pertama kali semoga cocok,"['ternyata', 'dapat', 'ya', 'baru', 'pertama', 'kali', 'semoga', 'cocok']","['ternyata', 'baru', 'pertama', 'kali', 'semoga', 'cocok']","['nyata', 'baru', 'pertama', 'kali', 'moga', 'cocok']"
149,mudahan cocok terima kasih,Positif,mudahan cocok terima kasih,"['mudahan', 'cocok', 'terima', 'kasih']","['mudahan', 'cocok', 'terima', 'kasih']","['mudah', 'cocok', 'terima', 'kasih']"
150,udh sering beli ini dan selalu cocok,Netral,sudah sering beli ini dan selalu cocok,"['sudah', 'sering', 'beli', 'ini', 'dan', 'selalu', 'cocok']","['sering', 'beli', 'selalu', 'cocok']","['sering', 'beli', 'selalu', 'cocok']"
151,barang datang dengan selamat walau agak lama datangnya,Netral,barang datang dengan selamat walau agak lama datangnya,"['barang', 'datang', 'dengan', 'selamat', 'walau', 'agak', 'lama', 'datangnya']","['barang', 'datang', 'selamat', 'lama', 'datangnya']","['barang', 'datang', 'selamat', 'lama', 'datang']"
152,packing nya bagus bgt utk cream dg hrg segitu tekstur ringan cepet meresap di kulit ga ada bau menyengat samsek semoga cocok di kulit aku yg kering tp bruntusan tq,Positif,packing nya bagus banget untuk cream dengan harga segitu tekstur ringan cepat meresap di kulit enggak ada bau menyengat sama sekali semoga cocok di kulit aku yang kering tapi bruntusan terima kasih,"['packing', 'nya', 'bagus', 'banget', 'untuk', 'cream', 'dengan', 'harga', 'segitu', 'tekstur', 'ringan', 'cepat', 'meresap', 'di', 'kulit', 'enggak', 'ada', 'bau', 'menyengat', 'sama', 'sekali', 'semoga', 'cocok', 'di', 'kulit', 'aku', 'yang', 'kering', 'tapi', 'bruntusan', 'terima', 'kasih']","['packing', 'nya', 'bagus', 'banget', 'cream', 'harga', 'segitu', 'tekstur', 'ringan', 'cepat', 'meresap', 'kulit', 'enggak', 'bau', 'menyengat', 'sama', 'sekali', 'semoga', 'cocok', 'kulit', 'aku', 'kering', 'bruntusan', 'terima', 'kasih']","['packing', 'nya', 'bagus', 'banget', 'cream', 'harga', 'segitu', 'tekstur', 'ringan', 'cepat', 'resap', 'kulit', 'enggak', 'bau', 'sengat', 'sama', 'sekali', 'moga', 'cocok', 'kulit', 'aku', 'kering', 'bruntusan', 'terima', 'kasih']"
153,terima kasih,Netral,terima kasih,"['terima', 'kasih']","['terima', 'kasih']","['terima', 'kasih']"
154,bahannya ringan mudah menyerap cocok di kulit aku yg berjerawat gak bikin breakout the best pokoknya,Netral,bahannya ringan mudah menyerap cocok di kulit aku yang berjerawat enggak bikin breakout the best pokoknya,"['bahannya', 'ringan', 'mudah', 'menyerap', 'cocok', 'di', 'kulit', 'aku', 'yang', 'berjerawat', 'enggak', 'bikin', 'breakout', 'the', 'best', 'pokoknya']","['bahannya', 'ringan', 'mudah', 'menyerap', 'cocok', 'kulit', 'aku', 'berjerawat', 'enggak', 'bikin', 'breakout', 'the', 'best', 'pokoknya']","['bahan', 'ringan', 'mudah', 'serap', 'cocok', 'kulit', 'aku', 'jerawat', 'enggak', 'bikin', 'breakout', 'the', 'best', 'pokok']"
155,tipe kulitku kombinasi masalah kulitku jerawat,Netral,tipe kulitku kombinasi masalah kulitku jerawat,"['tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'jerawat']","['tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'jerawat']","['tipe', 'kulit', 'kombinasi', 'masalah', 'kulit', 'jerawat']"
156,tipe kulitku kombinasi,Netral,tipe kulitku kombinasi,"['tipe', 'kulitku', 'kombinasi']","['tipe', 'kulitku', 'kombinasi']","['tipe', 'kulit', 'kombinasi']"
157,tipe kulitku berminyak masalah kulitku pori besar original terimakasih,Netral,tipe kulitku berminyak masalah kulitku pori besar original terima kasih,"['tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'pori', 'besar', 'original', 'terima', 'kasih']","['tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'pori', 'besar', 'original', 'terima', 'kasih']","['tipe', 'kulit', 'minyak', 'masalah', 'kulit', 'pori', 'besar', 'original', 'terima', 'kasih']"
158,bahannya ringan cocok digunakan,Positif,bahannya ringan cocok digunakan,"['bahannya', 'ringan', 'cocok', 'digunakan']","['bahannya', 'ringan', 'cocok', 'digunakan']","['bahan', 'ringan', 'cocok', 'guna']"
159,tipe kulitku berminyak baru mau nyoba makai ini tapi sebelumnya nyoba punya temen cocokkk,Netral,tipe kulitku berminyak baru mau mencoba makai ini tapi sebelumnya mencoba punya teman cocok,"['tipe', 'kulitku', 'berminyak', 'baru', 'mau', 'mencoba', 'makai', 'ini', 'tapi', 'sebelumnya', 'mencoba', 'punya', 'teman', 'cocok']","['tipe', 'kulitku', 'berminyak', 'baru', 'mau', 'mencoba', 'makai', 'sebelumnya', 'mencoba', 'punya', 'teman', 'cocok']","['tipe', 'kulit', 'minyak', 'baru', 'mau', 'coba', 'maka', 'belum', 'coba', 'punya', 'teman', 'cocok']"
160,barang datang sesuai packing nya aman serta pengiriman cepat,Netral,barang datang sesuai packing nya aman serta pengiriman cepat,"['barang', 'datang', 'sesuai', 'packing', 'nya', 'aman', 'serta', 'pengiriman', 'cepat']","['barang', 'datang', 'sesuai', 'packing', 'nya', 'aman', 'pengiriman', 'cepat']","['barang', 'datang', 'sesuai', 'packing', 'nya', 'aman', 'kirim', 'cepat']"
161,berasa cerah jika sudah pakai cuman di aku jadi bkin kering jadi mesti pake pelembab muka lg,Netral,berasa cerah jika sudah pakai cuman di aku jadi bikin kering jadi mesti pakai pelembab muka lagi,"['berasa', 'cerah', 'jika', 'sudah', 'pakai', 'cuman', 'di', 'aku', 'jadi', 'bikin', 'kering', 'jadi', 'mesti', 'pakai', 'pelembab', 'muka', 'lagi']","['berasa', 'cerah', 'pakai', 'cuman', 'aku', 'jadi', 'bikin', 'kering', 'jadi', 'mesti', 'pakai', 'pelembab', 'muka']","['asa', 'cerah', 'pakai', 'cuman', 'aku', 'jadi', 'bikin', 'kering', 'jadi', 'mesti', 'pakai', 'pelembab', 'muka']"
162,udah beberapa tahun pake emang cocok karena ga white cast gitu nyaman ringan juga thanks seller tipe kulitku kombinasi,Netral,sudah beberapa tahun pakai memang cocok karena enggak white cast begitu nyaman ringan juga thanks seller tipe kulitku kombinasi,"['sudah', 'beberapa', 'tahun', 'pakai', 'memang', 'cocok', 'karena', 'enggak', 'white', 'cast', 'begitu', 'nyaman', 'ringan', 'juga', 'thanks', 'seller', 'tipe', 'kulitku', 'kombinasi']","['beberapa', 'tahun', 'pakai', 'memang', 'cocok', 'enggak', 'white', 'cast', 'nyaman', 'ringan', 'thanks', 'seller', 'tipe', 'kulitku', 'kombinasi']","['beberapa', 'tahun', 'pakai', 'memang', 'cocok', 'enggak', 'white', 'cast', 'nyaman', 'ringan', 'thanks', 'seller', 'tipe', 'kulit', 'kombinasi']"
163,warnanya cantik bangettt,Netral,warnanya cantik banget,"['warnanya', 'cantik', 'banget']","['warnanya', 'cantik', 'banget']","['warna', 'cantik', 'banget']"
164,cocok di tipe kulitku kombinasi,Netral,cocok di tipe kulitku kombinasi,"['cocok', 'di', 'tipe', 'kulitku', 'kombinasi']","['cocok', 'tipe', 'kulitku', 'kombinasi']","['cocok', 'tipe', 'kulit', 'kombinasi']"
