review_tokens,Sentimen,sentimen
tipe kulitku kombinasi,Netral,"{'classified_text': 'tipe kulitku kombinasi', 'tweet_text': ' tipe kulitku kombinasi', 'sentence_score': ['tipe kulitku kombinasi'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}"
tipe kulitku berminyak masalah kulitku pori besar original terima kasih,Netral,"{'classified_text': 'tipe kulitku berminyak masalah [-4] kulitku pori besar [3] original terima kasih [4]', 'tweet_text': ' tipe kulitku berminyak masalah kulitku pori besar original terima kasih', 'sentence_score': ['tipe kulitku berminyak masalah [-4] kulitku pori besar [3] original terima kasih [4]'], 'max_positive': 4, 'max_negative': -4, 'kelas': 'netral'}"
bahannya ringan cocok digunakan,Positif,"{'classified_text': 'bahannya ringan cocok [3] digunakan', 'tweet_text': ' bahannya ringan cocok digunakan', 'sentence_score': ['bahannya ringan cocok [3] digunakan'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}"
tipe kulitku berminyak baru mau mencoba makai ini tapi sebelumnya mencoba punya teman cocok,Netral,"{'classified_text': 'tipe kulitku berminyak baru mau mencoba makai ini tapi sebelumnya mencoba punya teman cocok [3]', 'tweet_text': ' tipe kulitku berminyak baru mau mencoba makai ini tapi sebelumnya mencoba punya teman cocok', 'sentence_score': ['tipe kulitku berminyak baru mau mencoba makai ini tapi sebelumnya mencoba punya teman cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}"
barang datang sesuai packing nya aman serta pengiriman cepat,Netral,"{'classified_text': 'barang datang sesuai [3] packing nya aman [4] serta pengiriman cepat [4]', 'tweet_text': ' barang datang sesuai packing nya aman serta pengiriman cepat', 'sentence_score': ['barang datang sesuai [3] packing nya aman [4] serta pengiriman cepat [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
berasa cerah jika sudah pakai cuman di aku jadi bikin kering jadi mesti pakai pelembab muka lagi,Netral,"{'classified_text': 'berasa cerah [4] jika sudah pakai cuman di aku jadi bikin kering jadi mesti pakai pelembab muka lagi', 'tweet_text': ' berasa cerah jika sudah pakai cuman di aku jadi bikin kering jadi mesti pakai pelembab muka lagi', 'sentence_score': ['berasa cerah [4] jika sudah pakai cuman di aku jadi bikin kering jadi mesti pakai pelembab muka lagi'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
sudah beberapa tahun pakai memang cocok karena enggak white cast begitu nyaman ringan juga thanks seller tipe kulitku kombinasi,Netral,"{'classified_text': 'sudah beberapa tahun pakai memang cocok [3] karena enggak white cast begitu nyaman [4] ringan juga thanks seller tipe kulitku kombinasi', 'tweet_text': ' sudah beberapa tahun pakai memang cocok karena enggak white cast begitu nyaman ringan juga thanks seller tipe kulitku kombinasi', 'sentence_score': ['sudah beberapa tahun pakai memang cocok [3] karena enggak white cast begitu nyaman [4] ringan juga thanks seller tipe kulitku kombinasi'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
warnanya cantik banget,Netral,"{'classified_text': 'warnanya cantik [6] banget', 'tweet_text': ' warnanya cantik banget', 'sentence_score': ['warnanya cantik [6] banget'], 'max_positive': 6, 'max_negative': -1, 'kelas': 'positif'}"
cocok di tipe kulitku kombinasi,Netral,"{'classified_text': 'cocok [3] di tipe kulitku kombinasi', 'tweet_text': ' cocok di tipe kulitku kombinasi', 'sentence_score': ['cocok [3] di tipe kulitku kombinasi'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}"
jujur agak panik pas lihat dusnya penyok tapi ternyata isinya aman meskipun pas buka dus kemasan tutup botol moist nya agak kurang rapet untung isinya masih aman enggak luber kemana mana,Netral,"{'classified_text': 'jujur [3] agak panik [-2] pas lihat dusnya penyok [-4] tapi ternyata isinya aman [4] meskipun [-1] pas buka dus kemasan tutup botol moist nya agak kurang [-1] rapet untung isinya masih aman [4] enggak luber kemana mana [-4]', 'tweet_text': ' jujur agak panik pas lihat dusnya penyok tapi ternyata isinya aman meskipun pas buka dus kemasan tutup botol moist nya agak kurang rapet untung isinya masih aman enggak luber kemana mana', 'sentence_score': ['jujur [3] agak panik [-2] pas lihat dusnya penyok [-4] tapi ternyata isinya aman [4] meskipun [-1] pas buka dus kemasan tutup botol moist nya agak kurang [-1] rapet untung isinya masih aman [4] enggak luber kemana mana [-4]'], 'max_positive': 4, 'max_negative': -4, 'kelas': 'netral'}"
jujur agak panik pas lihat dusnya penyok tapi ternyata isinya aman meskipun pas buka dus kemasan tutup botol moist nya agak kurang rapet untung isinya masih aman enggak luber kemana mana baru sekali pakai produk yang ini oke banget pas dipakai ke kulit cocok suka sama packing barunya,Netral,"{'classified_text': 'jujur [3] agak panik [-2] pas lihat dusnya penyok [-4] tapi ternyata isinya aman [4] meskipun [-1] pas buka dus kemasan tutup botol moist nya agak kurang [-1] rapet untung isinya masih aman [4] enggak luber kemana mana [-4] baru sekali pakai produk yang ini oke [4] banget pas dipakai ke kulit cocok [3] suka [5] sama packing barunya', 'tweet_text': ' jujur agak panik pas lihat dusnya penyok tapi ternyata isinya aman meskipun pas buka dus kemasan tutup botol moist nya agak kurang rapet untung isinya masih aman enggak luber kemana mana baru sekali pakai produk yang ini oke banget pas dipakai ke kulit cocok suka sama packing barunya', 'sentence_score': ['jujur [3] agak panik [-2] pas lihat dusnya penyok [-4] tapi ternyata isinya aman [4] meskipun [-1] pas buka dus kemasan tutup botol moist nya agak kurang [-1] rapet untung isinya masih aman [4] enggak luber kemana mana [-4] baru sekali pakai produk yang ini oke [4] banget pas dipakai ke kulit cocok [3] suka [5] sama packing barunya'], 'max_positive': 5, 'max_negative': -4, 'kelas': 'positif'}"
cocok di kulit berminyak kemasannya lucu,Netral,"{'classified_text': 'cocok [3] di kulit berminyak kemasannya lucu [4]', 'tweet_text': ' cocok di kulit berminyak kemasannya lucu', 'sentence_score': ['cocok [3] di kulit berminyak kemasannya lucu [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
bahannya ringan cepat meresap terus packaging nya ok banget,Netral,"{'classified_text': 'bahannya ringan cepat [4] meresap terus packaging nya ok [2] banget', 'tweet_text': ' bahannya ringan cepat meresap terus packaging nya ok banget', 'sentence_score': ['bahannya ringan cepat [4] meresap terus packaging nya ok [2] banget'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
terima kasih banyak paket sudah sampai dengan selamat,Netral,"{'classified_text': 'terima kasih [4] banyak paket sudah sampai dengan selamat [4]', 'tweet_text': ' terima kasih banyak paket sudah sampai dengan selamat', 'sentence_score': ['terima kasih [4] banyak paket sudah sampai dengan selamat [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
barang bagus sesuai packing mantap terima kasih,Netral,"{'classified_text': 'barang bagus [4] sesuai [4] packing mantap [4] terima kasih [4]', 'tweet_text': ' barang bagus sesuai packing mantap terima kasih', 'sentence_score': ['barang bagus [4] sesuai [4] packing mantap [4] terima kasih [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
enggak usah ditanya lagi memang sebagus itu lembab dan bisa bantu pulih skin barier sejauh ini moisturizer yang enggak akan ganti lagi,Netral,"{'classified_text': 'enggak usah ditanya lagi memang sebagus itu lembab dan bisa bantu pulih skin barier sejauh ini moisturizer yang enggak akan ganti lagi', 'tweet_text': ' enggak usah ditanya lagi memang sebagus itu lembab dan bisa bantu pulih skin barier sejauh ini moisturizer yang enggak akan ganti lagi', 'sentence_score': ['enggak usah ditanya lagi memang sebagus itu lembab dan bisa bantu pulih skin barier sejauh ini moisturizer yang enggak akan ganti lagi'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}"
produk sangat bagus langsung menyerap dan membuat lembab,Netral,"{'classified_text': 'produk sangat bagus [6] langsung menyerap [1] dan membuat lembab', 'tweet_text': ' produk sangat bagus langsung menyerap dan membuat lembab', 'sentence_score': ['produk sangat bagus [6] langsung menyerap [1] dan membuat lembab'], 'max_positive': 6, 'max_negative': -1, 'kelas': 'positif'}"
sudah repurchase berkali produk simple dan efektif packaging juga simple dan aman,Netral,"{'classified_text': 'sudah repurchase berkali produk simple dan efektif packaging juga simple dan aman [4]', 'tweet_text': ' sudah repurchase berkali produk simple dan efektif packaging juga simple dan aman', 'sentence_score': ['sudah repurchase berkali produk simple dan efektif packaging juga simple dan aman [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
cocok di kulit saya tekstur ringan dan sangat cepat menyerap di kulit super recommended,Positif,"{'classified_text': 'cocok [3] di kulit saya tekstur ringan dan sangat cepat [6] menyerap [1] di kulit super [4] recommended', 'tweet_text': ' cocok di kulit saya tekstur ringan dan sangat cepat menyerap di kulit super recommended', 'sentence_score': ['cocok [3] di kulit saya tekstur ringan dan sangat cepat [6] menyerap [1] di kulit super [4] recommended'], 'max_positive': 6, 'max_negative': -1, 'kelas': 'positif'}"
baru pertama kali beli skin game mudah mudahan cocok,Negatif,"{'classified_text': 'baru pertama kali beli skin game mudah [3] mudahan cocok [3]', 'tweet_text': ' baru pertama kali beli skin game mudah mudahan cocok', 'sentence_score': ['baru pertama kali beli skin game mudah [3] mudahan cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}"
akhirnya menemukan moisturizer yang cocok moistnya ringan dan cepat menyerap aku sudah memakai tube tube bisa dipakai bulan lebih tergantung pemakaiannya,Netral,"{'classified_text': 'akhirnya menemukan moisturizer yang cocok [3] moistnya ringan dan cepat [4] menyerap [1] aku sudah memakai tube tube bisa dipakai bulan lebih tergantung [-2] pemakaiannya', 'tweet_text': ' akhirnya menemukan moisturizer yang cocok moistnya ringan dan cepat menyerap aku sudah memakai tube tube bisa dipakai bulan lebih tergantung pemakaiannya', 'sentence_score': ['akhirnya menemukan moisturizer yang cocok [3] moistnya ringan dan cepat [4] menyerap [1] aku sudah memakai tube tube bisa dipakai bulan lebih tergantung [-2] pemakaiannya'], 'max_positive': 4, 'max_negative': -2, 'kelas': 'positif'}"
bagus semoga cocok,Netral,"{'classified_text': 'bagus [4] semoga cocok [3]', 'tweet_text': ' bagus semoga cocok', 'sentence_score': ['bagus [4] semoga cocok [3]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
baru mau dicoba semoga cocok,Positif,"{'classified_text': 'baru mau dicoba semoga cocok [3]', 'tweet_text': ' baru mau dicoba semoga cocok', 'sentence_score': ['baru mau dicoba semoga cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}"
produk orisinal dan aman kakak adminnya juga ramah banget bakal repurchase lagi deh kayaknya,Positif,"{'classified_text': 'produk orisinal dan aman [4] kakak adminnya juga ramah [5] banget bakal repurchase lagi deh kayaknya', 'tweet_text': ' produk orisinal dan aman kakak adminnya juga ramah banget bakal repurchase lagi deh kayaknya', 'sentence_score': ['produk orisinal dan aman [4] kakak adminnya juga ramah [5] banget bakal repurchase lagi deh kayaknya'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}"
pengiriman dan pengemasan cepat banget aman produk sesuai sudah pernah coba dan lumayan bikin jerawat cepat mateng thankyou,Netral,"{'classified_text': 'pengiriman dan pengemasan cepat [5] banget aman [5] produk sesuai [3] sudah pernah coba dan lumayan [2] bikin jerawat cepat [4] mateng thankyou', 'tweet_text': ' pengiriman dan pengemasan cepat banget aman produk sesuai sudah pernah coba dan lumayan bikin jerawat cepat mateng thankyou', 'sentence_score': ['pengiriman dan pengemasan cepat [5] banget aman [5] produk sesuai [3] sudah pernah coba dan lumayan [2] bikin jerawat cepat [4] mateng thankyou'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}"
baunya agak aneh apek dan bau besi seperti dari tempatnya saya pernah pakai sabun lain yang tanpa bau tapi enggak pernah seperti ini jadi kurang nyaman pakainya dan sampai sekarang masih ada,Netral,"{'classified_text': 'baunya agak aneh [-1] apek dan bau [-4] besi seperti [1] dari tempatnya saya pernah pakai sabun lain yang tanpa bau [4] tapi enggak pernah seperti [1] ini jadi kurang [-2] nyaman [2] pakainya dan sampai sekarang masih ada', 'tweet_text': ' baunya agak aneh apek dan bau besi seperti dari tempatnya saya pernah pakai sabun lain yang tanpa bau tapi enggak pernah seperti ini jadi kurang nyaman pakainya dan sampai sekarang masih ada', 'sentence_score': ['baunya agak aneh [-1] apek dan bau [-4] besi seperti [1] dari tempatnya saya pernah pakai sabun lain yang tanpa bau [4] tapi enggak pernah seperti [1] ini jadi kurang [-2] nyaman [2] pakainya dan sampai sekarang masih ada'], 'max_positive': 4, 'max_negative': -4, 'kelas': 'netral'}"
dari dulu selalu jadi langganan untuk solusi kalau lagi jerawatan bulan ini kebetulan lagi breakout dan tidak pikir lama langsung checkout kembali ini holy grail love you kembali serebu,Netral,"{'classified_text': 'dari dulu selalu jadi langganan untuk solusi kalau lagi jerawatan bulan ini kebetulan lagi breakout dan tidak pikir lama [-2] langsung checkout kembali [-1] ini holy grail love you kembali [-1] serebu', 'tweet_text': ' dari dulu selalu jadi langganan untuk solusi kalau lagi jerawatan bulan ini kebetulan lagi breakout dan tidak pikir lama langsung checkout kembali ini holy grail love you kembali serebu', 'sentence_score': ['dari dulu selalu jadi langganan untuk solusi kalau lagi jerawatan bulan ini kebetulan lagi breakout dan tidak pikir lama [-2] langsung checkout kembali [-1] ini holy grail love you kembali [-1] serebu'], 'max_positive': 1, 'max_negative': -2, 'kelas': 'negatif'}"
barang sampai dengan selamat packagingnya juga aman semoga cocok,Positif,"{'classified_text': 'barang sampai dengan selamat [4] packagingnya juga aman [4] semoga cocok [3]', 'tweet_text': ' barang sampai dengan selamat packagingnya juga aman semoga cocok', 'sentence_score': ['barang sampai dengan selamat [4] packagingnya juga aman [4] semoga cocok [3]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
baru pertama kali coba semoga cocok thank you seller,Positif,"{'classified_text': 'baru pertama kali coba semoga cocok [3] thank you seller', 'tweet_text': ' baru pertama kali coba semoga cocok thank you seller', 'sentence_score': ['baru pertama kali coba semoga cocok [3] thank you seller'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}"
barang sampai dengan selamat,Negatif,"{'classified_text': 'barang sampai dengan selamat [4]', 'tweet_text': ' barang sampai dengan selamat', 'sentence_score': ['barang sampai dengan selamat [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
packing rapi dan aman barang sesuai pesanan,Netral,"{'classified_text': 'packing rapi [4] dan aman [4] barang sesuai [3] pesanan', 'tweet_text': ' packing rapi dan aman barang sesuai pesanan', 'sentence_score': ['packing rapi [4] dan aman [4] barang sesuai [3] pesanan'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
this moisturizer is seriously game changer love how one bottle could last me months,Netral,"{'classified_text': 'this moisturizer is seriously game changer love how one bottle could last me months', 'tweet_text': ' this moisturizer is seriously game changer love how one bottle could last me months', 'sentence_score': ['this moisturizer is seriously game changer love how one bottle could last me months'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}"
baru mencoba pertama kali semoga bisa cocok karena reviewnya bagus,Netral,"{'classified_text': 'baru mencoba pertama kali semoga bisa cocok [3] karena reviewnya bagus [4]', 'tweet_text': ' baru mencoba pertama kali semoga bisa cocok karena reviewnya bagus', 'sentence_score': ['baru mencoba pertama kali semoga bisa cocok [3] karena reviewnya bagus [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
mantap sesuai semoga cocok,Netral,"{'classified_text': 'mantap [4] sesuai [4] semoga cocok [3]', 'tweet_text': ' mantap sesuai semoga cocok', 'sentence_score': ['mantap [4] sesuai [4] semoga cocok [3]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
tadinya mau beli diofflinestore tapi mahal banget pas cek dionline store nya cuma karena dapat potongan sama lagi flashsale langsung beli,Positif,"{'classified_text': 'tadinya mau beli diofflinestore tapi mahal [-4] banget pas cek dionline store nya cuma [-2] karena dapat potongan sama lagi flashsale langsung beli', 'tweet_text': ' tadinya mau beli diofflinestore tapi mahal banget pas cek dionline store nya cuma karena dapat potongan sama lagi flashsale langsung beli', 'sentence_score': ['tadinya mau beli diofflinestore tapi mahal [-4] banget pas cek dionline store nya cuma [-2] karena dapat potongan sama lagi flashsale langsung beli'], 'max_positive': 1, 'max_negative': -4, 'kelas': 'negatif'}"
terima kasih,Positif,"{'classified_text': 'terima kasih [4]', 'tweet_text': ' terima kasih', 'sentence_score': ['terima kasih [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
terima kasih,Netral,"{'classified_text': 'terima kasih [4]', 'tweet_text': ' terima kasih', 'sentence_score': ['terima kasih [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
terima kasih tapi tumben enggak ada gift nya,Netral,"{'classified_text': 'terima kasih [4] tapi tumben enggak ada gift nya', 'tweet_text': ' terima kasih tapi tumben enggak ada gift nya', 'sentence_score': ['terima kasih [4] tapi tumben enggak ada gift nya'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
tipe kulitku berminyak masalah kulitku jerawat semoga cocok sama rangkaian ini terima kasih,Netral,"{'classified_text': 'tipe kulitku berminyak masalah [-4] kulitku jerawat semoga cocok [3] sama rangkaian ini terima kasih [4]', 'tweet_text': ' tipe kulitku berminyak masalah kulitku jerawat semoga cocok sama rangkaian ini terima kasih', 'sentence_score': ['tipe kulitku berminyak masalah [-4] kulitku jerawat semoga cocok [3] sama rangkaian ini terima kasih [4]'], 'max_positive': 4, 'max_negative': -4, 'kelas': 'netral'}"
setelah semingguan pakai muka jadi bruntusan enggak tau memang efek samping pemakaian atau memang enggak cocok,Netral,"{'classified_text': 'setelah semingguan pakai muka jadi bruntusan enggak tau memang efek samping pemakaian atau memang enggak cocok [-3]', 'tweet_text': ' setelah semingguan pakai muka jadi bruntusan enggak tau memang efek samping pemakaian atau memang enggak cocok', 'sentence_score': ['setelah semingguan pakai muka jadi bruntusan enggak tau memang efek samping pemakaian atau memang enggak cocok [-3]'], 'max_positive': 1, 'max_negative': -3, 'kelas': 'negatif'}"
bagus,Positif,"{'classified_text': 'bagus [4]', 'tweet_text': ' bagus', 'sentence_score': ['bagus [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
pengirimannya cukup cepat dan barang yang dikirimkan sesuai pesanan expired datenya dan,Positif,"{'classified_text': 'pengirimannya cukup [3] cepat [5] dan barang yang dikirimkan sesuai [3] pesanan expired datenya dan', 'tweet_text': ' pengirimannya cukup cepat dan barang yang dikirimkan sesuai pesanan expired datenya dan', 'sentence_score': ['pengirimannya cukup [3] cepat [5] dan barang yang dikirimkan sesuai [3] pesanan expired datenya dan'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}"
cocok dikulit saya enggak kering atau tertarik pengiriman cepat mantap,Positif,"{'classified_text': 'cocok [3] dikulit saya enggak kering atau tertarik [4] pengiriman cepat [4] mantap [5]', 'tweet_text': ' cocok dikulit saya enggak kering atau tertarik pengiriman cepat mantap', 'sentence_score': ['cocok [3] dikulit saya enggak kering atau tertarik [4] pengiriman cepat [4] mantap [5]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}"
lipstiknya mudah patah saran kalau pakai jangan diulur terlalu panjang,Positif,"{'classified_text': 'lipstiknya mudah [3] patah saran kalau pakai jangan diulur terlalu panjang [3]', 'tweet_text': ' lipstiknya mudah patah saran kalau pakai jangan diulur terlalu panjang', 'sentence_score': ['lipstiknya mudah [3] patah saran kalau pakai jangan diulur terlalu panjang [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}"
barang lengkap packing aman dan rapi belum coba productnya semoga cocok tipe kulitku normal,Positif,"{'classified_text': 'barang lengkap packing aman [4] dan rapi [4] belum coba productnya semoga cocok [3] tipe kulitku normal [-1]', 'tweet_text': ' barang lengkap packing aman dan rapi belum coba productnya semoga cocok tipe kulitku normal', 'sentence_score': ['barang lengkap packing aman [4] dan rapi [4] belum coba productnya semoga cocok [3] tipe kulitku normal [-1]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
bacanya review nya bagus mudahan juga cocok terima kasih bonusnya pas banget pas lagi butuh,Positif,"{'classified_text': 'bacanya review nya bagus [4] mudahan juga cocok [3] terima kasih [4] bonusnya pas banget pas lagi butuh', 'tweet_text': ' bacanya review nya bagus mudahan juga cocok terima kasih bonusnya pas banget pas lagi butuh', 'sentence_score': ['bacanya review nya bagus [4] mudahan juga cocok [3] terima kasih [4] bonusnya pas banget pas lagi butuh'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
cocok dikulit sebelum pakai jerawat biji di pipi agak meradang malam dikasih besoknya sudah mendingan dan kempes,Netral,"{'classified_text': 'cocok [3] dikulit sebelum pakai jerawat biji di pipi agak meradang malam dikasih besoknya sudah mendingan dan kempes', 'tweet_text': ' cocok dikulit sebelum pakai jerawat biji di pipi agak meradang malam dikasih besoknya sudah mendingan dan kempes', 'sentence_score': ['cocok [3] dikulit sebelum pakai jerawat biji di pipi agak meradang malam dikasih besoknya sudah mendingan dan kempes'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}"
sebenarnya bagus tapi di aku jatuhnya bikin bibir agak kering walaupun sebelum pakai lipstick sudah pakai lipbalm warnanya pigmented banget merah queennya bagus banget,Netral,"{'classified_text': 'sebenarnya [3] bagus [5] tapi di aku jatuhnya bikin bibir agak kering walaupun sebelum pakai lipstick sudah pakai lipbalm warnanya pigmented banget merah queennya bagus [5] banget', 'tweet_text': ' sebenarnya bagus tapi di aku jatuhnya bikin bibir agak kering walaupun sebelum pakai lipstick sudah pakai lipbalm warnanya pigmented banget merah queennya bagus banget', 'sentence_score': ['sebenarnya [3] bagus [5] tapi di aku jatuhnya bikin bibir agak kering walaupun sebelum pakai lipstick sudah pakai lipbalm warnanya pigmented banget merah queennya bagus [5] banget'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}"
exp date masih lama pengirimannya juga cepat dapat diskonnya lumayan lagi thanks somethinc,Positif,"{'classified_text': 'exp date masih lama [-2] pengirimannya juga cepat [4] dapat diskonnya lumayan [2] lagi thanks somethinc', 'tweet_text': ' exp date masih lama pengirimannya juga cepat dapat diskonnya lumayan lagi thanks somethinc', 'sentence_score': ['exp date masih lama [-2] pengirimannya juga cepat [4] dapat diskonnya lumayan [2] lagi thanks somethinc'], 'max_positive': 4, 'max_negative': -2, 'kelas': 'positif'}"
semoga cocok di kulitku yang sensitif ini karena banyak teman yang rekomen coba ini jadi langsung aku checkout,Positif,"{'classified_text': 'semoga cocok [3] di kulitku yang sensitif [-2] ini karena banyak teman yang rekomen coba ini jadi langsung aku checkout', 'tweet_text': ' semoga cocok di kulitku yang sensitif ini karena banyak teman yang rekomen coba ini jadi langsung aku checkout', 'sentence_score': ['semoga cocok [3] di kulitku yang sensitif [-2] ini karena banyak teman yang rekomen coba ini jadi langsung aku checkout'], 'max_positive': 3, 'max_negative': -2, 'kelas': 'positif'}"
belum dicoba semoga cocok,Netral,"{'classified_text': 'belum dicoba semoga cocok [3]', 'tweet_text': ' belum dicoba semoga cocok', 'sentence_score': ['belum dicoba semoga cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}"
paket aman semoga cocok,Positif,"{'classified_text': 'paket aman [4] semoga cocok [3]', 'tweet_text': ' paket aman semoga cocok', 'sentence_score': ['paket aman [4] semoga cocok [3]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
tipe kulitku berminyak tipe kulitku kering tipe kulitku normal tipe kulitku kombinasi tipe kulitku sensitif masalah kulitku jerawat,Netral,"{'classified_text': 'tipe kulitku berminyak tipe kulitku kering tipe kulitku normal [-1] tipe kulitku kombinasi tipe kulitku sensitif [-2] masalah [-5] kulitku jerawat', 'tweet_text': ' tipe kulitku berminyak tipe kulitku kering tipe kulitku normal tipe kulitku kombinasi tipe kulitku sensitif masalah kulitku jerawat', 'sentence_score': ['tipe kulitku berminyak tipe kulitku kering tipe kulitku normal [-1] tipe kulitku kombinasi tipe kulitku sensitif [-2] masalah [-5] kulitku jerawat'], 'max_positive': 1, 'max_negative': -5, 'kelas': 'negatif'}"
kiriman cepat packing bagus,Positif,"{'classified_text': 'kiriman cepat [4] packing bagus [4]', 'tweet_text': ' kiriman cepat packing bagus', 'sentence_score': ['kiriman cepat [4] packing bagus [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
sesuai dengan deskripsi,Positif,"{'classified_text': 'sesuai [3] dengan deskripsi', 'tweet_text': ' sesuai dengan deskripsi', 'sentence_score': ['sesuai [3] dengan deskripsi'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}"
ingredients nya bikin penasaran jadi pengin mencoba sejauh ini selalu repurchase produk avo dan selalu cocok aaaa,Positif,"{'classified_text': 'ingredients nya bikin penasaran jadi pengin mencoba sejauh ini selalu repurchase produk avo dan selalu cocok [3] a [2]', 'tweet_text': ' ingredients nya bikin penasaran jadi pengin mencoba sejauh ini selalu repurchase produk avo dan selalu cocok a', 'sentence_score': ['ingredients nya bikin penasaran jadi pengin mencoba sejauh ini selalu repurchase produk avo dan selalu cocok [3] a [2]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}"
pengirimannya lama banget tolong diganti kurirnya,Negatif,"{'classified_text': 'pengirimannya lama [-3] banget tolong diganti kurirnya', 'tweet_text': ' pengirimannya lama banget tolong diganti kurirnya', 'sentence_score': ['pengirimannya lama [-3] banget tolong diganti kurirnya'], 'max_positive': 1, 'max_negative': -3, 'kelas': 'negatif'}"
pengemasan oke semoga cocok,Positif,"{'classified_text': 'pengemasan oke [3] semoga cocok [3]', 'tweet_text': ' pengemasan oke semoga cocok', 'sentence_score': ['pengemasan oke [3] semoga cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}"
ok semoga cocok,Netral,"{'classified_text': 'ok [1] semoga cocok [3]', 'tweet_text': ' ok semoga cocok', 'sentence_score': ['ok [1] semoga cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}"
